name,country,visibility,difficulty,mentions,volume,volume_trend,intents
Forno Elétrico 84L,br,60,48,15,530,34;63;63;60;43;42;41;100;52;56;75;84,task:3;informational:51;navigational:11;commercial:29;transactional:6
Sensores de Geladeira,br,59,67,23,7015,38;50;52;67;82;85;85;100;96;96;96;96,task:5;informational:59;navigational:4;commercial:19;transactional:13
Desmontagem de agitadores de máquinas de lavar,br,59,76,14,811,54;58;58;88;90;89;92;100;68;67;68;68,task:8;informational:82;navigational:3;commercial:5;transactional:2
Geladeiras 430 litros Frost Free,br,59,59,11,372,30;91;100;80;73;58;58;92;72;90;38;48,task:3;informational:47;navigational:7;commercial:36;transactional:7
Lava-louças Carrefour,br,58,85,10,2719,7;26;22;20;19;22;21;21;17;19;86;100,task:3;informational:26;navigational:29;commercial:15;transactional:27
Geladeiras Electrolux DM84X,br,58,88,7,2277,62;72;73;70;86;81;80;73;71;79;91;100,task:2;informational:52;navigational:28;commercial:11;transactional:7
Lavadora Brastemp BWK11 11kg,br,58,58,18,1530,35;41;47;41;76;90;91;97;72;71;69;100,task:3;informational:28;navigational:23;commercial:10;transactional:36
Bandejas e Reservatórios de Geladeira,br,58,48,15,1176,51;58;59;58;58;55;55;74;52;53;88;100,task:2;informational:69;navigational:5;commercial:10;transactional:14
Fogões de Embutir 6 Bocas,br,58,68,10,1139,70;96;97;88;85;90;90;100;92;90;87;87,task:10;informational:44;navigational:4;commercial:27;transactional:15
Suportes de cesto de máquina de lavar Brastemp/Consul,br,58,62,13,388,69;90;86;82;82;91;89;91;91;100;100;93,task:10;informational:51;navigational:2;commercial:15;transactional:22
Geladeiras de 350 litros,br,58,55,11,196,15;78;100;69;58;37;61;87;60;21;21;24,task:3;informational:45;commercial:47;transactional:5
Assistência técnica de geladeiras em Santos,br,58,31,13,100,72;93;100;85;85;100;96;85;83;87;85;83,task:27;informational:34;navigational:4;commercial:24;transactional:11
Máquinas de lavar com água quente,br,57,44,26,12558,16;23;34;55;99;100;100;98;96;96;96;96,task:5;informational:62;navigational:2;commercial:26;transactional:5
Motores de Lavadora Brastemp,br,57,57,23,4936,29;16;17;37;56;57;55;100;93;94;94;98,task:2;informational:65;navigational:5;commercial:19;transactional:9
Aspiradores de pó Brastemp,br,57,49,16,616,22;50;65;57;44;36;31;45;35;96;84;100,task:10;informational:40;navigational:11;commercial:25;transactional:14
Lavadoras de Roupas 15kg (Electrolux),br,56,60,20,18060,55;23;25;59;100;100;100;70;37;37;37;37,task:2;informational:36;navigational:12;commercial:33;transactional:17
Lava-Louças e Máquinas de Lavar Louça (10 serviços),br,56,36,27,9666,50;53;25;100;28;29;29;27;27;27;27;27,task:5;informational:51;navigational:5;commercial:31;transactional:8
Atuadores de freio e lavadoras (Electrolux/Brastemp),br,56,42,18,8136,50;58;40;61;79;81;81;85;100;100;100;100,task:5;informational:58;navigational:4;commercial:16;transactional:17
Microondas com Airfryer,br,56,46,18,6606,21;29;29;35;99;100;100;64;71;72;72;70,task:2;informational:53;navigational:4;commercial:32;transactional:9
Retentores para Lavadoras Brastemp/Consul,br,56,34,18,1303,39;44;49;66;79;80;79;85;100;97;97;97,task:8;informational:37;navigational:6;commercial:29;transactional:20
Geladeiras Preto Inox,br,55,84,9,1004,20;67;72;57;53;42;42;100;68;76;49;71,task:3;informational:57;navigational:5;commercial:24;transactional:11
Suportes e Instalação de Secadoras,br,54,47,13,1550,61;77;84;74;57;52;53;61;59;59;90;100,task:15;informational:62;navigational:5;commercial:11;transactional:7
Geladeiras Colombo,br,54,70,17,1317,86;100;100;67;69;72;72;65;64;65;66;65,task:2;informational:32;navigational:26;commercial:12;transactional:28
Cooktops Electrolux de 5 bocas,br,53,66,56,36001,27;30;32;44;96;96;97;96;100;100;100;100,task:6;informational:29;navigational:7;commercial:46;transactional:12
Fogões 6 Bocas Inox,br,53,62,65,23395,72;75;80;88;93;93;93;100;95;95;95;95,task:5;informational:36;navigational:10;commercial:31;transactional:18
Forno de Embutir Elétrico,br,52,38,40,111086,33;33;37;41;47;47;47;47;100;100;100;100,task:5;informational:45;navigational:9;commercial:32;transactional:9
Válvulas e Solenoides para Lavadoras,br,52,76,19,4271,30;36;32;48;59;61;61;95;100;100;100;100,task:5;informational:63;navigational:5;commercial:13;transactional:14
Eggo Waffles and Brastemp Eggo,br,52,28,9,2760,31;35;38;44;98;97;95;96;90;91;100;100,task:5;informational:59;navigational:5;commercial:20;transactional:11
Máquinas de lavar usadas no OLX,br,52,75,15,1414,67;99;100;94;88;94;97;99;100;100;99;98,informational:12;navigational:56;commercial:5;transactional:27
Geladeiras de Inox,br,52,75,11,478,20;54;91;62;62;41;54;100;68;66;54;71,task:3;informational:51;navigational:4;commercial:31;transactional:11
Fogões 4 bocas com grill,br,52,61,11,407,23;35;43;33;33;34;53;100;72;42;37;44,task:3;informational:46;navigational:1;commercial:46;transactional:4
Cooktops Gourmand e Eletrodomésticos de Cozinha,br,52,44,12,359,20;38;43;32;50;33;30;43;42;66;58;100,task:7;informational:57;navigational:5;commercial:18;transactional:13
Fornos a gás embutidos,br,51,55,33,21263,59;83;91;84;97;97;98;98;100;100;100;100,task:2;informational:37;navigational:4;commercial:45;transactional:12
Máquinas de lavar com vazamento de água,br,51,73,13,9663,91;97;82;79;88;88;89;98;100;100;100;100,task:2;informational:78;navigational:5;commercial:13;transactional:2
Rolamentos de máquina de lavar,br,51,60,10,3591,37;43;43;64;100;100;100;75;89;89;88;88,task:5;informational:61;navigational:5;commercial:14;transactional:15
Geladeiras de 550 litros e peso,br,51,77,11,3094,16;40;42;60;60;54;52;100;77;82;74;91,task:3;informational:71;navigational:4;commercial:16;transactional:6
Freezers Inox Verticais Frost Free,br,51,53,12,2996,85;99;100;51;43;46;47;51;52;52;55;54,task:5;informational:32;navigational:9;commercial:37;transactional:17
Torneiras e Adaptadores para Máquina de Lavar,br,51,72,7,712,50;59;59;57;98;100;76;64;65;69;65;66,task:5;informational:56;navigational:5;commercial:24;transactional:10
Pés e peças para máquinas de lavar,br,50,67,20,10810,44;52;54;57;98;99;99;95;99;100;98;98,task:5;informational:36;navigational:2;commercial:29;transactional:28
Mangueiras para Lava-Louças,br,50,71,13,658,21;42;43;27;39;29;43;37;34;100;86;92,task:5;informational:40;navigational:3;commercial:29;transactional:23
Refrigeradores Frigocopa,br,50,55,7,612,8;12;15;44;44;15;15;21;16;100;97;78,task:3;informational:31;navigational:31;commercial:17;transactional:18
Lâmpadas de Geladeira Consul e Frost Free,br,50,48,10,571,36;46;47;76;93;94;94;100;62;70;61;43,task:3;informational:61;navigational:4;commercial:25;transactional:7
Atuadores de freio para Brastemp e Consul,br,50,38,18,557,50;56;56;52;54;57;56;100;66;78;77;76,task:2;informational:47;navigational:5;commercial:19;transactional:27
Lavadoras Midea 13kg com sistema ciclone,br,50,83,5,452,27;43;43;86;86;100;92;58;55;72;51;54,task:2;informational:70;navigational:3;commercial:15;transactional:10
Adegas Dual Zone 29 Garrafas,br,50,55,6,204,21;84;100;34;34;39;91;95;88;98;85;84,task:7;informational:53;navigational:4;commercial:29;transactional:7
Máquinas de Lavar Roupa,br,49,88,464,671917,53;52;62;71;94;94;94;100;99;99;99;99,task:5;informational:45;navigational:5;commercial:36;transactional:9
Whirlpool e Consul no Brasil,br,49,25,34,37773,25;28;31;48;95;95;95;89;100;100;100;100,task:2;informational:43;navigational:27;commercial:19;transactional:9
Fogões de Embutir 4/5 Bocas no Brasil,br,49,39,31,28579,71;69;71;69;82;82;82;100;71;71;71;71,task:2;informational:42;navigational:10;commercial:31;transactional:15
Geladeiras: melhores marcas e custo-benefício,br,49,53,43,24218,24;27;33;45;88;89;89;98;100;100;100;100,task:5;informational:42;navigational:1;commercial:48;transactional:4
Melhores Fogões e Marcas,br,49,49,35,17062,25;30;28;44;63;64;64;100;100;100;100;100,task:2;informational:37;navigational:3;commercial:48;transactional:10
Fogões com forno duplo,br,49,53,15,8943,93;97;100;49;51;52;52;43;48;48;48;48,task:2;informational:44;navigational:4;commercial:37;transactional:13
Fogões de Embutir 4 Bocas,br,49,62,14,4587,55;74;77;72;86;90;91;88;100;100;99;99,task:5;informational:40;navigational:2;commercial:40;transactional:13
Resistências de Geladeira,br,49,40,13,3896,32;36;33;85;100;100;100;86;82;83;82;82,task:8;informational:62;navigational:5;commercial:19;transactional:6
Geladeiras e Freezers Usados no OLX,br,49,85,5,1014,45;64;100;82;73;60;61;58;60;61;61;61,task:3;informational:21;navigational:48;commercial:11;transactional:17
Gabinetes para Máquina de Lavar,br,49,58,14,823,79;94;100;56;63;64;67;46;64;66;52;53,task:3;informational:52;navigational:2;commercial:18;transactional:25
Fogões a gás 4 bocas,br,48,39,52,30925,60;61;63;76;85;85;85;97;100;100;100;100,task:4;informational:21;navigational:3;commercial:53;transactional:19
Lavadoras Electrolux 14kg,br,48,76,12,8493,100;42;46;48;58;59;59;45;44;44;44;44,task:2;informational:46;navigational:12;commercial:28;transactional:12
Secadoras de Roupas 17kg,br,48,80,8,1468,12;42;42;36;40;31;33;67;76;100;69;83,task:3;informational:47;navigational:1;commercial:40;transactional:9
Geladeiras Electrolux IB45,br,48,53,7,1185,20;75;74;62;59;40;38;100;47;59;57;74,task:1;informational:53;navigational:40;commercial:5;transactional:1
Geladeiras Bemol e Electrolux,br,48,74,7,755,61;86;88;84;100;76;76;80;81;80;83;83,task:3;informational:38;navigational:18;commercial:18;transactional:23
Fornos Embutidos Nardelli,br,48,56,5,692,91;100;36;29;27;37;33;34;42;41;41;39,task:2;informational:37;navigational:32;commercial:19;transactional:10
Geladeiras 320 litros,br,48,76,8,482,29;56;77;58;50;42;63;32;36;100;59;72,task:3;informational:38;navigational:4;commercial:49;transactional:6
"OLX Salvador: Geladeiras, Fogões e Móveis Usados",br,48,76,6,354,20;32;73;54;56;37;41;100;71;40;34;35,task:5;informational:18;navigational:65;commercial:3;transactional:9
Melhores Micro-ondas com Grill,br,47,64,27,14828,25;30;39;48;100;100;100;100;94;94;95;95,task:2;informational:36;navigational:1;commercial:54;transactional:7
Geladeiras e freezers usados no OLX Brasil,br,47,74,12,6523,85;95;100;97;89;91;92;92;94;94;94;93,task:3;informational:20;navigational:52;commercial:6;transactional:19
Secadoras Carrefour,br,47,53,10,1213,27;92;75;76;49;81;74;53;55;100;84;76,task:2;informational:32;navigational:23;commercial:15;transactional:28
Alvitek em São Paulo,br,47,45,14,732,8;32;30;13;13;16;39;100;66;66;73;62,task:1;informational:22;navigational:58;commercial:5;transactional:14
Geladeiras: preço e tamanho,br,47,63,10,548,15;58;65;42;47;45;42;100;57;29;26;30,informational:57;navigational:2;commercial:30;transactional:11
Freezers Verticais 300L,br,47,60,9,397,30;51;60;46;42;48;57;100;56;37;37;35,task:5;informational:62;navigational:10;commercial:20;transactional:3
Refrigeração em São José dos Pinhais,br,47,63,9,355,21;92;100;63;62;67;58;30;30;31;50;77,task:7;informational:38;navigational:3;commercial:47;transactional:5
Geladeiras Azuis Retrô,br,47,59,8,297,60;93;100;88;87;90;90;67;69;93;91;90,task:3;informational:47;navigational:11;commercial:29;transactional:10
Assistência Técnica Kitchenaid,br,47,57,5,265,82;94;96;95;95;97;98;97;100;97;98;97,task:7;informational:18;navigational:49;commercial:11;transactional:15
Eletromaq Refrigeração e Serviços,br,47,43,6,263,59;70;74;75;78;81;79;72;74;100;74;73,task:3;informational:24;navigational:43;commercial:26;transactional:4
geladeiras brancas frost free,br,47,67,9,228,17;90;92;30;47;46;50;100;77;31;29;36,informational:47;navigational:4;commercial:35;transactional:14
Anúncios de lava-louças no OLX,br,47,78,9,150,46;65;81;100;92;74;48;80;62;62;58;56,task:1;informational:11;navigational:67;commercial:4;transactional:17
Adegas para Vinhos,br,46,43,20,148816,21;21;27;93;22;22;22;100;99;99;99;99,task:2;informational:47;navigational:15;commercial:30;transactional:6
Fogões de Inox 4 Bocas,br,46,36,18,3475,75;99;100;95;90;92;93;87;89;88;90;90,task:7;informational:30;navigational:5;commercial:47;transactional:11
Compressores Embraco EM2U,br,46,35,12,2999,23;25;25;40;98;99;99;91;99;98;100;100,task:2;informational:57;navigational:15;commercial:22;transactional:4
Freezers Verticais 197 Litros,br,46,44,12,1440,24;73;65;54;47;20;31;100;34;40;74;74,task:5;informational:60;navigational:5;commercial:20;transactional:10
Máquinas de lavar 9 kg,br,46,56,8,1041,21;51;55;46;77;61;64;100;60;40;63;93,task:3;informational:49;navigational:1;commercial:43;transactional:4
Geladeiras na Fast Shop,br,46,78,16,874,31;61;63;68;57;53;54;100;62;39;38;39,task:5;informational:32;navigational:19;commercial:23;transactional:21
Geladeiras 580 litros,br,46,61,10,709,18;80;100;66;49;45;46;85;49;73;57;86,task:3;informational:28;navigational:1;commercial:50;transactional:18
Peças de Geladeira Brastemp/Consul,br,46,34,17,570,89;99;100;94;94;99;98;63;58;84;79;57,task:2;informational:44;navigational:15;commercial:14;transactional:25
Botões de Fogão,br,46,46,10,499,55;80;80;77;83;80;78;81;86;87;85;100,task:10;informational:30;navigational:18;commercial:21;transactional:21
Fogões e Cooktops,br,46,71,8,382,14;85;100;19;33;32;30;30;25;31;29;31,task:2;informational:50;navigational:19;commercial:15;transactional:14
Fogões LG e Cooktops,br,46,84,4,350,22;64;70;95;95;61;39;86;64;100;92;100,task:3;informational:49;navigational:16;commercial:15;transactional:17
Lavagem Turbo,br,46,75,5,234,21;89;100;95;100;84;75;40;40;40;40;40,task:5;informational:68;navigational:10;commercial:7;transactional:10
Geladeiras OLX Manaus,br,46,61,7,142,20;47;100;67;77;28;28;54;58;88;65;62,task:4;informational:6;navigational:82;commercial:2;transactional:6
Geladeiras com freezer embaixo,br,45,41,27,26686,98;100;46;51;64;64;64;77;75;75;75;75,task:5;informational:39;navigational:4;commercial:42;transactional:10
Geladeiras Retrô e Vintage,br,45,30,8,3697,71;95;100;95;94;96;98;94;98;98;98;97,task:2;informational:44;navigational:2;commercial:44;transactional:8
Lava-louças Consul,br,45,53,8,3081,85;100;100;98;94;97;97;76;70;79;86;100,informational:51;navigational:15;commercial:16;transactional:18
LG Lava-Louças,br,45,61,9,1671,54;67;70;65;73;74;75;100;73;84;80;77,task:4;informational:56;navigational:17;commercial:11;transactional:12
Secadoras de Roupas Latinas,br,45,46,8,1627,28;65;64;61;57;47;46;67;76;100;88;96,task:2;informational:55;navigational:10;commercial:20;transactional:13
Geladeiras 420 litros,br,45,67,9,1095,13;20;23;20;18;33;32;58;34;76;75;100,task:7;informational:50;navigational:1;commercial:33;transactional:9
Micro-ondas em aço inox,br,45,67,10,1015,100;86;88;91;53;54;54;49;67;67;70;72,task:8;informational:51;navigational:4;commercial:26;transactional:11
Geladeiras com Painel Digital,br,45,71,8,872,20;74;89;66;66;51;50;20;20;100;65;97,task:7;informational:66;navigational:3;commercial:21;transactional:3
Geladeiras Electrolux If55b,br,45,79,4,763,23;40;26;24;52;48;41;100;84;78;57;69,task:3;informational:40;navigational:28;commercial:22;transactional:7
Geladeiras Brastemp 4 portas no Brasil,br,45,54,16,684,6;39;49;24;23;19;37;100;54;68;62;51,task:3;informational:57;navigational:2;commercial:18;transactional:20
Lavadoras Consul 12kg Inox,br,45,83,4,437,24;35;42;28;35;38;48;100;91;48;47;43,task:2;informational:49;navigational:10;commercial:26;transactional:13
Gelomaq Refrigeração e Peças,br,45,26,11,268,53;74;80;82;92;93;85;100;94;89;89;89,task:3;informational:29;navigational:52;commercial:8;transactional:8
Dream Services and Parts,br,45,24,6,165,28;27;31;35;42;62;50;100;63;54;50;49,task:4;informational:35;navigational:25;commercial:18;transactional:18
Conserto de Geladeiras e Assistência Técnica,br,44,62,8,21060,62;67;71;72;63;64;64;100;100;100;100;100,task:5;informational:21;navigational:18;commercial:18;transactional:38
Peças de Fogão,br,44,47,11,10720,87;94;50;56;86;87;87;98;100;100;100;100,task:5;informational:31;navigational:5;commercial:44;transactional:15
Forno Multifuncional com Micro-ondas,br,44,55,9,10156,7;17;21;96;96;97;97;100;100;100;100;100,task:6;informational:50;navigational:5;commercial:29;transactional:10
Lâmpadas de Geladeira e Refrigeração,br,44,45,17,5839,24;34;35;42;82;84;85;100;95;95;97;99,task:2;informational:55;navigational:2;commercial:27;transactional:14
Borrachas de geladeira Consul/Brastemp,br,44,52,7,4828,21;29;32;44;71;73;73;100;99;100;98;97,task:5;informational:43;navigational:9;commercial:23;transactional:20
Lâmpadas para Forno e Fogão,br,44,44,11,2483,32;45;46;46;74;77;77;100;93;93;92;91,task:3;informational:52;navigational:5;commercial:23;transactional:17
Fogões 5 bocas no Magazine Luiza,br,44,70,11,2160,68;98;100;95;92;98;99;90;96;96;97;95,task:3;informational:17;navigational:53;commercial:5;transactional:22
Geladeiras 80 cm de largura,br,44,56,15,1774,12;41;48;32;40;24;24;100;65;77;63;82,task:2;informational:56;navigational:2;commercial:31;transactional:9
Fogões e Cooktops Inox 5 Bocas,br,44,56,8,1370,85;100;59;57;59;62;63;67;67;67;66;66,task:5;informational:31;navigational:2;commercial:47;transactional:15
Geladeiras e Freezers na Americanas,br,44,76,13,1182,69;96;98;94;90;96;97;94;90;90;90;100,task:3;informational:20;navigational:40;commercial:11;transactional:26
Micro-ondas na Fast Shop,br,44,80,14,769,38;55;59;54;72;71;89;100;82;65;65;67,task:5;informational:42;navigational:23;commercial:10;transactional:20
Molduras e embutidos para microondas,br,44,65,6,684,77;90;91;53;52;57;56;71;60;98;96;100,task:8;informational:50;navigational:10;commercial:14;transactional:18
Fogões 4 bocas com forno duplo,br,44,71,6,535,59;69;83;43;38;39;47;100;36;36;36;38,task:2;informational:59;navigational:7;commercial:20;transactional:12
Micro-ondas usados no OLX,br,44,77,8,477,67;91;96;89;70;100;86;83;89;94;94;91,task:7;informational:11;navigational:58;commercial:7;transactional:17
Geladeiras e Fogões no Magazine Luiza,br,44,45,12,424,33;78;100;79;79;47;47;33;34;50;43;47,task:1;informational:26;navigational:43;commercial:11;transactional:19
Máquinas de lavar água não drena,br,44,72,5,272,40;41;65;72;100;88;88;59;59;77;75;73,task:2;informational:78;navigational:2;commercial:10;transactional:8
Freezers verticais frost free 121 litros,br,44,79,4,221,14;70;100;81;41;24;20;75;55;48;47;54,task:7;informational:48;navigational:5;commercial:30;transactional:10
Faltec João Pessoa,br,44,32,13,122,12;21;23;18;19;21;18;100;91;38;18;19,task:7;informational:53;navigational:32;commercial:5;transactional:3
Geladeiras e Refrigeradores Frost Free e Inox,br,43,89,283,715796,27;27;29;35;100;100;100;48;46;46;46;46,task:2;informational:43;navigational:6;commercial:37;transactional:12
Fogões 5 Bocas com Mesa de Vidro,br,43,47,57,77404,73;74;76;83;97;97;97;99;100;100;100;100,task:5;informational:34;navigational:4;commercial:42;transactional:15
Micro-ondas de 20 litros,br,43,71,13,23071,76;80;85;94;97;98;98;97;100;100;100;100,task:2;informational:51;navigational:2;commercial:30;transactional:15
Lavadoras Colormaq,br,43,53,9,12907,93;100;49;57;80;81;82;96;98;98;98;97,task:3;informational:52;navigational:23;commercial:13;transactional:9
Fogões com Forno Elétrico,br,43,44,16,8762,23;31;41;54;99;100;100;74;84;84;84;84,task:2;informational:49;navigational:5;commercial:33;transactional:11
"Geladeiras, freezers e móveis na Lojas Cem",br,43,54,14,6076,20;25;25;35;60;61;61;87;89;90;94;100,task:2;informational:32;navigational:33;commercial:14;transactional:19
Geladeiras 360 litros,br,43,48,10,2144,23;36;42;45;42;43;47;60;92;100;88;94,task:2;informational:41;navigational:19;commercial:35;transactional:3
Pés de Fogão e Acessórios,br,43,37,18,1459,100;58;61;67;62;65;66;52;57;57;56;56,task:4;informational:57;navigational:15;commercial:17;transactional:7
Geladeiras IT70s,br,43,71,4,1204,12;13;16;42;42;32;30;100;53;78;63;74,task:3;informational:38;navigational:29;commercial:12;transactional:18
Micro-ondas 33L,br,43,77,6,1032,39;46;47;82;83;75;74;100;71;62;60;61,task:2;informational:38;navigational:9;commercial:26;transactional:25
Lava-louças e lavadoras compactas,br,43,39,8,929,73;100;71;62;68;56;55;73;66;76;64;69,task:2;informational:65;navigational:5;commercial:22;transactional:6
Geladeiras com Vazamento de Água,br,43,83,6,798,67;70;100;83;80;81;80;85;57;76;68;91,task:2;informational:78;navigational:5;commercial:10;transactional:5
Altimaris Refrigeração em Balneário Camboriú,br,43,43,12,450,56;76;78;79;88;73;70;70;96;100;94;95,task:2;informational:41;navigational:45;commercial:8;transactional:4
Lavadoras Panasonic 16 kg,br,43,63,4,447,56;63;62;60;84;73;77;100;35;44;33;39,task:1;informational:62;navigational:7;commercial:18;transactional:12
lava-louças Tramontina,br,43,93,3,423,55;70;71;84;85;73;74;75;76;90;88;100,task:3;informational:29;navigational:41;commercial:11;transactional:16
Cooktops Oster de 5 bocas,br,43,60,5,306,3;6;6;6;6;14;11;100;83;29;26;27,task:3;informational:47;navigational:5;commercial:18;transactional:27
Forno de Embutir Consul Facilite,br,43,85,3,264,37;51;54;48;43;48;46;79;64;100;86;56,task:3;informational:32;navigational:38;commercial:18;transactional:9
Micro-ondas Elettromec,br,43,61,3,135,43;48;46;57;100;70;91;89;81;61;65;60,task:3;informational:32;navigational:35;commercial:12;transactional:18
Friocontrol Brasil,br,43,49,4,72,44;63;64;62;71;77;66;100;85;50;50;50,task:7;informational:18;navigational:63;commercial:7;transactional:5
Congelamento incorreto em geladeiras,br,42,77,8,9237,91;91;95;96;97;98;98;100;99;100;100;100,task:8;informational:75;navigational:2;commercial:15
Ferramentas para máquinas de lavar,br,42,57,22,6480,20;29;43;60;98;100;100;91;90;90;90;90,task:5;informational:60;navigational:5;commercial:22;transactional:8
Geladeiras Inteligentes e Conectadas,br,42,49,11,3672,33;42;44;25;38;39;39;100;83;87;84;88,task:2;informational:69;navigational:5;commercial:21;transactional:3
Geladeiras e Eletrodomésticos no Ponto Frio,br,42,41,11,3197,72;96;100;96;84;88;89;90;92;87;90;89,task:3;informational:11;navigational:66;commercial:5;transactional:15
Fogões usados no OLX,br,42,72,6,2519,68;98;100;97;90;97;98;92;96;95;95;94,task:7;informational:21;navigational:55;commercial:2;transactional:15
Cooktop Electrolux inox 5 bocas,br,42,83,3,1929,59;85;87;84;77;81;85;78;88;100;86;89,informational:36;navigational:35;commercial:18;transactional:11
Geladeiras Dako,br,42,42,6,1821,82;100;100;96;73;76;76;86;89;90;90;90,task:3;informational:45;navigational:21;commercial:23;transactional:8
Fogões 4 bocas a gás encanado,br,42,44,12,1622,73;83;85;65;70;74;76;80;100;100;98;99,task:2;informational:42;navigational:4;commercial:47;transactional:5
Microondas 40–45 litros,br,42,48,8,1470,80;92;94;50;51;54;56;100;77;77;77;77,task:7;informational:43;navigational:1;commercial:47;transactional:2
Geladeiras Magazine Luiza,br,42,72,10,1292,83;96;61;77;97;98;100;84;48;47;48;47,task:2;informational:43;navigational:33;commercial:8;transactional:14
Válvulas de fogão a gás,br,42,44,6,1275,42;49;34;43;99;100;100;83;91;86;86;92,task:2;informational:76;navigational:5;commercial:14;transactional:3
Lava-louças Continental 14 serviços,br,42,53,5,935,12;80;100;54;52;19;16;29;21;26;24;95,task:3;informational:55;navigational:18;commercial:17;transactional:7
Geladeiras Electrolux IF43 390L,br,42,85,4,889,24;69;72;60;65;54;51;100;42;49;45;41,task:3;informational:55;navigational:11;commercial:19;transactional:12
Frigobars usados OLX Brasil,br,42,72,5,821,68;97;100;97;92;99;100;97;100;100;88;87,task:10;informational:12;navigational:41;commercial:14;transactional:23
Colombo Máquinas de Lavar,br,42,42,8,763,24;82;93;71;63;48;48;82;66;79;77;100,informational:38;navigational:25;commercial:18;transactional:19
Maremais Consertos,br,42,63,5,551,22;57;57;59;19;19;19;100;31;33;53;55,task:7;informational:29;navigational:52;commercial:8;transactional:4
Fogões cinza a gás (4 ou 5 bocas),br,42,55,8,391,29;45;46;49;49;50;41;100;89;45;45;46,task:7;informational:28;navigational:7;commercial:47;transactional:11
Tecmaq Assistência Técnica,br,42,55,4,107,21;22;23;57;57;100;92;24;25;25;25;25,task:3;informational:18;navigational:50;commercial:11;transactional:18
Peças de máquina de lavar,br,41,66,23,27921,27;30;36;45;74;75;75;96;100;100;100;100,task:3;informational:46;navigational:3;commercial:33;transactional:15
Black Friday Brasil: Casas Bahia e Geladeiras,br,41,71,9,6005,22;33;34;42;69;70;71;100;98;99;98;98,task:5;informational:29;navigational:13;commercial:33;transactional:20
Capacitores para máquina de lavar,br,41,41,15,5764,12;18;29;44;69;70;70;100;98;98;99;98,task:5;informational:57;navigational:5;commercial:22;transactional:11
Pés e Suportes para Geladeira,br,41,53,17,5569,39;53;55;56;72;75;76;100;86;86;85;85,task:8;informational:46;navigational:4;commercial:25;transactional:17
Fogões a gás em Lojas Cem,br,41,41,8,4396,37;41;44;41;85;85;87;97;89;100;98;99,task:3;informational:53;navigational:27;commercial:14;transactional:3
Geladeiras 410 litros em inox,br,41,52,8,2901,88;100;100;97;44;47;48;42;43;41;60;61,task:5;informational:42;navigational:10;commercial:22;transactional:21
Geladeiras Frost Free de 400 Litros em Inox,br,41,65,10,1423,22;35;38;30;30;28;28;67;41;49;68;100,task:7;informational:27;navigational:4;commercial:48;transactional:14
Geladeiras db44s,br,41,45,6,1291,10;65;65;53;53;43;50;100;66;80;71;84,task:3;informational:47;navigational:35;commercial:5;transactional:10
Geladeiras 460 litros,br,41,39,9,1198,38;68;75;50;50;53;52;100;71;78;72;76,task:3;informational:44;navigational:8;commercial:32;transactional:13
Refrigeração e Eletrodomésticos,br,41,56,9,1089,13;38;41;43;43;42;36;56;49;63;57;100,task:8;informational:72;navigational:5;commercial:15
Sardanha Refrigeração Joinville,br,41,58,4,1083,49;98;100;92;90;90;75;84;89;86;84;84,task:3;informational:12;navigational:55;commercial:22;transactional:8
Forno de Embutir Casas Bahia,br,41,51,14,987,15;49;44;42;36;21;29;100;75;86;64;68,task:3;informational:15;navigational:54;commercial:11;transactional:17
Forno a gás embutido 78L,br,41,44,14,761,45;53;53;51;55;56;41;72;90;100;41;55,task:4;informational:49;navigational:11;commercial:28;transactional:8
Conserto Lava-Louças,br,41,34,9,659,11;16;16;16;15;15;14;22;19;63;100;91,task:3;informational:38;navigational:9;commercial:26;transactional:24
Geladeiras no Armazém Paraíba,br,41,57,8,454,46;95;100;51;42;48;48;100;65;48;48;49,task:2;informational:24;navigational:45;commercial:9;transactional:20
Geladeiras e Freezers 260 litros,br,41,65,4,280,11;92;100;43;36;25;42;41;29;32;27;34,task:3;informational:46;navigational:11;commercial:30;transactional:10
Fogões 4 bocas e promoções no Brasil,br,40,82,98,233534,32;30;100;33;42;42;42;45;44;44;44;44,task:2;informational:28;navigational:6;commercial:47;transactional:17
Cooktops com Forno Embutido,br,40,47,15,19149,42;46;49;60;90;90;90;100;95;95;95;95,task:5;informational:53;navigational:9;commercial:26;transactional:7
Drenos de Geladeira: Limpeza e Desentupimento,br,40,77,8,8151,55;62;64;73;75;76;76;91;99;99;100;100,task:2;informational:70;navigational:3;commercial:15;transactional:10
Filtros de Máquina de Lavar,br,40,51,13,4200,15;21;23;42;48;46;46;73;75;82;94;100,task:5;informational:59;navigational:7;commercial:17;transactional:12
Tele Rio: Eletrodomésticos e Lojas,br,40,49,5,4140,76;95;100;97;90;91;92;96;95;95;98;97,task:1;informational:38;navigational:41;commercial:12;transactional:8
Geladeiras Samsung 460L Inverter,br,40,62,4,2223,11;65;65;48;41;30;26;100;50;78;61;89,task:5;informational:46;navigational:7;commercial:15;transactional:27
lava-louças 16 serviços,br,40,48,12,1621,33;39;44;40;74;74;77;89;77;72;68;100,task:2;informational:48;navigational:6;commercial:34;transactional:10
Geladeiras 380 litros,br,40,43,9,1413,35;69;81;62;47;48;50;94;76;86;84;100,task:3;informational:54;navigational:4;commercial:28;transactional:11
