fonte_arquivo,marca_seed,keyword,idioma,familia,categoria,volume_medio_12m,volume_corrente_est,kd,cpc_usd,densidade_competitiva,intent,tem_ai_overview,serp_features,click_potential,trend,n_fontes,fontes
2026-08-17_semrush_keywords_brastemp.csv,brastemp,geladeira inverse da brastemp,pt,nao classificado,geladeira,3600,7200.0,28.0,0.26,1.0,"Informational, Transactional",1,"AI Overview, Image Pack, Site Links, Reviews, People Also Ask, Popular Products, Video, Video Carousel, Related Searches",20.0,"[0.24, 0.08, 0.02, 0.05, 0.01, 0.03, 0.03, 0.0, 0.01, 0.0, 0.03, 0.1]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,geladeira side by side brastemp,pt,especificacao produto,geladeira,3600,3650.7,30.0,0.18,1.0,"Informational, Transactional",0,"Site Links, Video, People Also Ask, Popular Products, Related Searches, Image Pack",20.0,"[0.66, 0.54, 0.54, 0.54, 0.54, 0.43, 0.54, 0.43, 0.66, 0.54, 0.43, 0.54]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,lava loucas brastemp,pt,nao classificado,lava loucas,3600,2852.8,33.0,0.25,1.0,"Informational, Transactional",1,"Image Pack, Site Links, Video Carousel, Related Searches, Short Videos, AI Overview, Reviews, Video, People Also Ask, Popular Products",20.0,"[0.07, 0.08, 0.08, 0.08, 0.07, 0.1, 0.16, 0.07, 0.05, 0.13, 0.1, 0.07]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,lava louça 8 serviços brastemp,pt,nao classificado,sem categoria,3600,3937.2,37.0,0.25,1.0,Informational,1,"Video, Related Searches, AI Overview, Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products, Knowledge Panel",20.0,"[0.36, 0.24, 0.29, 0.36, 0.24, 0.36, 0.66, 0.19, 0.24, 0.29, 0.36, 0.36]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,lava louças 14 serviços brastemp,pt,nao classificado,lava loucas,3600,2815.3,25.0,0.26,1.0,"Informational, Transactional",0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links, Reviews, Video",20.0,"[0.16, 0.35, 0.66, 0.35, 0.44, 0.29, 0.54, 0.44, 0.35, 0.23, 0.35, 0.29]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,lavadora de roupas brastemp,pt,nao classificado,lavanderia,3600,3271.6,32.0,0.21,1.0,"Informational, Transactional",0,"Popular Products, Related Searches, Image Pack, Site Links, Reviews, Video, People Also Ask",20.0,"[0.54, 0.44, 0.35, 0.44, 0.44, 0.44, 0.66, 0.44, 0.54, 0.54, 0.54, 0.44]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,maquina de lavar brastemp 15kg,pt,especificacao produto,lavanderia,3600,4731.8,25.0,0.28,1.0,"Informational, Transactional",0,"Video, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links",20.0,"[0.66, 0.29, 0.35, 0.54, 0.29, 0.29, 0.66, 0.44, 0.23, 0.35, 0.29, 0.54]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,máquina de lavar 15kg brastemp,pt,especificacao produto,lavanderia,3600,2621.8,25.0,0.2,0.33,Commercial,0,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.44, 0.81, 0.81, 0.66, 0.53, 0.53, 1.0, 0.53, 0.53, 0.44, 0.53, 0.44]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,purificador de água brastemp,pt,nao classificado,purificador,3600,2735.4,30.0,0.24,1.0,"Informational, Transactional",0,"Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Reviews, Video, People Also Ask",20.0,"[0.44, 0.36, 0.44, 0.44, 0.36, 0.44, 0.36, 0.36, 0.44, 0.29, 0.36, 0.29]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,site oficial da brastemp,pt,nao classificado,sem categoria,3600,3641.4,33.0,0.55,1.0,"Informational, Navigational",1,"Site Links, Video, People Also Ask, Related Searches, AI Overview",20.0,"[0.44, 0.53, 0.53, 0.44, 0.44, 0.66, 0.81, 0.66, 1.0, 0.66, 1.0, 0.66]",1,brastemp
2026-08-17_semrush_keywords_consul.csv,consul,bebedouro consul,pt,nao classificado,purificador,3600,2653.7,27.0,0.15,1.0,"Informational, Transactional",0,"Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products",20.0,"[0.66, 0.54, 0.54, 0.54, 0.66, 0.54, 0.66, 0.54, 0.81, 0.54, 0.54, 0.43]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul cpb34as,pt,marca e navegacao,sem categoria,3600,2795.6,26.0,0.16,1.0,Informational,1,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Reviews",20.0,"[0.66, 0.53, 0.66, 0.81, 0.66, 0.53, 1.0, 0.81, 0.81, 0.66, 0.53, 0.53]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul fogão,pt,marca e navegacao,coccao,3600,4855.8,36.0,0.21,1.0,"Informational, Transactional",0,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches, Adwords Middle",20.0,"[0.24, 0.24, 0.16, 0.13, 0.36, 0.44, 0.08, 0.19, 0.13, 0.13, 0.19, 0.29]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,consul frost free,pt,especificacao produto,geladeira,3600,3787.0,28.0,0.27,1.0,Informational,0,"Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask",20.0,"[0.43, 0.43, 0.43, 0.54, 0.54, 0.43, 0.66, 0.54, 0.54, 0.54, 0.54, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,controle ar condicionado consul,pt,nao classificado,ar condicionado,3600,2631.5,25.0,0.06,1.0,Informational,1,"Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask",20.0,"[0.24, 0.29, 0.24, 0.24, 0.29, 0.29, 0.36, 0.66, 0.44, 0.36, 0.29, 0.24]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,fogão consul 4 bocas inox,pt,nao classificado,coccao,3600,3875.1,21.0,0.18,1.0,Informational,0,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.66, 0.43, 0.54, 0.43, 0.54, 0.54, 0.66, 0.43, 0.54, 0.28, 0.43, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,geladeira consul 386 litros,pt,especificacao produto,geladeira,3600,2083.2,23.0,0.16,1.0,Commercial,0,"Related Searches, Knowledge Panel, Image Pack, Site Links, Video, People Also Ask, Popular Products",20.0,"[0.44, 0.36, 0.44, 0.44, 0.36, 0.36, 0.44, 0.29, 0.36, 0.1, 0.16, 0.19]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,geladeira consul antiga,pt,nao classificado,geladeira,3600,3581.9,23.0,0.07,0.98,Informational,0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image",20.0,"[0.81, 0.81, 0.66, 0.66, 0.66, 0.66, 0.66, 0.53, 0.66, 0.66, 0.53, 0.66]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,lavadora consul 12kg,pt,especificacao produto,lavanderia,3600,3702.9,25.0,0.21,1.0,Informational,0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Adwords Middle, Site Links, Video",20.0,"[0.44, 0.29, 0.29, 0.36, 0.36, 0.36, 0.44, 0.29, 0.36, 0.29, 0.36, 0.36]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,maquina de lavar consul 9kg,pt,especificacao produto,lavanderia,3600,2649.4,24.0,0.22,1.0,Commercial,0,"Popular Products, Related Searches, Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask",20.0,"[0.54, 0.54, 0.66, 0.43, 0.43, 0.43, 0.54, 0.43, 0.54, 0.43, 0.54, 0.36]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,microondas consul 20 litros,pt,especificacao produto,coccao,3600,3900.4,26.0,0.12,1.0,Commercial,0,"Video, People Also Ask, Popular Products, Related Searches, Site Links",20.0,"[0.66, 0.66, 0.66, 0.66, 0.53, 0.53, 0.66, 0.66, 0.66, 0.44, 0.53, 0.66]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,microondas consul 32 litros,pt,especificacao produto,coccao,3600,3993.3,25.0,0.15,1.0,"Informational, Commercial",1,"Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview",20.0,"[0.66, 0.43, 0.54, 0.66, 0.54, 0.43, 0.66, 1.0, 0.66, 0.36, 0.54, 0.66]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,refil filtro consul,pt,peca e consumivel,sem categoria,3600,4022.1,29.0,0.17,1.0,"Informational, Transactional",0,"Image Pack, Site Links, People Also Ask, Popular Products, Related Searches, Local Pack",20.0,"[0.35, 0.35, 0.54, 0.54, 0.44, 0.54, 0.54, 0.44, 0.54, 0.44, 0.54, 0.54]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,refrigerador frost free consul,pt,especificacao produto,geladeira,3600,10353.7,25.0,0.23,1.0,"Informational, Transactional",0,"People Also Ask, Popular Products, Related Searches, Site Links, Video",20.0,"[0.1, 0.05, 0.08, 0.05, 0.05, 0.05, 0.07, 0.13, 0.04, 0.1, 0.2, 0.29]",1,consul
2026-08-17_semrush_keywords_consul.csv,consul,site consul,pt,nao classificado,sem categoria,3600,2875.5,43.0,0.62,1.0,"Navigational, Commercial",0,"Site Links, Video, People Also Ask, Popular Products, Related Searches",20.0,"[0.36, 0.43, 0.66, 0.66, 0.43, 0.66, 1.0, 0.54, 0.43, 0.43, 0.43, 0.43]",1,consul
2026-08-17_semrush_keywords_hisense.csv,hisense,ar condicionado portátil hisense,pt,nao classificado,ar condicionado,3600,1578.1,38.0,0.12,1.0,"Informational, Commercial",1,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview",20.0,"[0.01, 0.01, 0.01, 0.03, 0.05, 0.03, 0.1, 1.0, 0.66, 0.13, 0.08, 0.08]",1,hisense
2026-08-17_semrush_keywords_midea.csv,midea,ar condicionado 12000 midea,pt,nao classificado,ar condicionado,3600,4698.5,33.0,0.15,1.0,Transactional,0,"Site Links, People Also Ask, Popular Products, Related Searches",20.0,"[0.15, 0.1, 0.07, 0.1, 0.15, 0.23, 0.1, 1.0, 0.66, 0.03, 0.36, 0.36]",1,midea
2026-08-17_semrush_keywords_midea.csv,midea,ar condicionado inverter 9000 midea,pt,especificacao produto,ar condicionado,3600,2958.0,24.0,0.18,1.0,"Informational, Transactional",0,"Site Links, People Also Ask, Popular Products, Related Searches",20.0,"[0.28, 0.19, 0.28, 0.43, 0.54, 0.54, 0.81, 1.0, 0.81, 0.43, 0.54, 0.43]",1,midea
2026-08-17_semrush_keywords_midea.csv,midea,ar condicionado midea 12000 btus,pt,especificacao produto,ar condicionado,3600,3210.8,31.0,0.18,1.0,"Informational, Transactional",1,"Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video",20.0,"[0.23, 0.35, 0.35, 0.29, 0.54, 0.54, 1.0, 0.54, 0.66, 0.44, 0.54, 0.44]",1,midea
2026-08-17_semrush_keywords_midea.csv,midea,ar condicionado midea 9000 inverter,pt,especificacao produto,ar condicionado,3600,3676.6,24.0,0.18,1.0,"Informational, Transactional",1,"Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video",20.0,"[0.13, 0.13, 0.19, 0.29, 0.24, 0.16, 0.54, 0.81, 0.66, 0.36, 0.36, 0.36]",1,midea
2026-08-17_semrush_keywords_midea.csv,midea,ar condicionado portátil midea,pt,nao classificado,ar condicionado,3600,1341.6,30.0,0.08,1.0,"Informational, Transactional",0,"Image Pack, Site Links, People Also Ask, Popular Products, Related Searches",20.0,"[0.03, 0.03, 0.03, 0.07, 0.08, 0.08, 0.08, 0.54, 0.44, 0.1, 0.08, 0.05]",1,midea
2026-08-17_semrush_keywords_midea.csv,midea,ar-condicionado da midea,pt,nao classificado,ar condicionado,3600,11675.7,28.0,0.17,1.0,"Informational, Transactional",1,"Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video",20.0,"[0.0, 0.0, 0.0, 0.0, 0.24, 0.66, 0.0, 0.36, 0.0, 0.44, 1.0, 1.0]",1,midea
2026-08-17_semrush_keywords_midea.csv,midea,freezer midea 100 litros,pt,especificacao produto,freezer,3600,4591.3,26.0,0.12,1.0,"Informational, Transactional",0,"Site Links, Video, People Also Ask, Popular Products, Related Searches",20.0,"[0.43, 0.36, 0.54, 0.54, 0.54, 0.43, 0.54, 0.54, 0.54, 0.43, 0.66, 0.66]",1,midea
2026-08-17_semrush_keywords_midea.csv,midea,frigobar midea 45l,pt,nao classificado,sem categoria,3600,2982.2,27.0,0.11,1.0,"Informational, Transactional",0,"Popular Products, Related Searches, Short Videos, Site Links, Reviews, Video, Video Carousel, People Also Ask",20.0,"[0.29, 0.35, 0.44, 0.44, 0.35, 0.44, 0.54, 0.54, 0.54, 0.35, 0.44, 0.35]",1,midea
2026-08-17_semrush_keywords_midea.csv,midea,geladeira midea 425 litros,pt,especificacao produto,geladeira,3600,3200.0,25.0,0.12,1.0,"Informational, Transactional",0,"People Also Ask, Popular Products, Related Searches, Site Links, Video",20.0,"[0.53, 0.66, 0.81, 0.53, 0.81, 0.81, 1.0, 1.0, 1.0, 0.44, 0.66, 0.66]",1,midea
2026-08-17_semrush_keywords_midea.csv,midea,geladeira side by side midea,pt,especificacao produto,geladeira,3600,4061.5,31.0,0.18,1.0,"Informational, Transactional",0,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.54, 0.43, 0.54, 0.43, 0.36, 0.43, 0.66, 0.81, 0.81, 0.54, 0.81, 0.66]",1,midea
2026-08-17_semrush_keywords_midea.csv,midea,lava louça midea 8 serviços,pt,nao classificado,sem categoria,3600,2981.7,32.0,0.14,1.0,"Informational, Commercial",0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Site Links, Video",20.0,"[0.43, 0.43, 0.81, 0.66, 0.54, 0.36, 0.54, 0.43, 0.43, 0.36, 0.81, 0.43]",1,midea
2026-08-17_semrush_keywords_midea.csv,midea,maquina de lavar midea 13kg,pt,especificacao produto,lavanderia,3600,3998.9,24.0,0.15,1.0,"Informational, Commercial",1,"Short Videos, AI Overview, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.81, 0.29, 0.81, 0.53, 0.53, 0.53, 0.81, 0.44, 0.53, 0.53, 0.66, 0.66]",1,midea
2026-08-17_semrush_keywords_midea.csv,midea,maquina lava e seca midea,pt,especificacao produto,lavanderia,3600,4090.7,28.0,0.19,1.0,"Informational, Transactional",1,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Reviews",20.0,"[0.54, 0.66, 0.66, 0.54, 0.54, 0.54, 0.66, 0.54, 0.66, 0.43, 0.54, 0.66]",1,midea
2026-08-17_semrush_keywords_midea.csv,midea,máquina de lavar midea,pt,nao classificado,lavanderia,3600,4448.0,27.0,0.14,1.0,Commercial,1,"People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links",20.0,"[0.36, 0.54, 0.43, 0.54, 0.28, 0.54, 0.66, 0.43, 0.54, 1.0, 0.43, 0.66]",1,midea
2026-08-17_semrush_keywords_electrolux-branded.xlsx,electrolux,aspirador de pó eletrolux,pt,nao classificado,aspirador,2900,3443.8,36.0,0.12,1.0,Commercial,0,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[0.13, 0.16, 0.07, 0.07, 0.29, 0.19, 0.1, 0.16, 0.13, 0.19, 0.24, 0.19]",1,electrolux
2026-08-17_semrush_keywords_electrolux-branded.xlsx,electrolux,cafeteira eletrolux,pt,nao classificado,sem categoria,2900,2397.1,33.0,0.1,1.0,"Informational, Transactional",0,"Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products",20.0,"[0.29, 0.29, 0.66, 0.44, 0.29, 0.29, 0.35, 0.44, 0.29, 0.29, 0.29, 0.29]",1,electrolux
2026-08-17_semrush_keywords_electrolux-branded.xlsx,electrolux,eletrolux geladeira,pt,marca e navegacao,geladeira,2900,3790.1,46.0,0.29,1.0,"Informational, Transactional",0,"Image Pack, Site Links, People Also Ask, Popular Products, Related Searches, Adwords Middle",20.0,"[0.44, 0.36, 0.36, 0.44, 0.16, 0.24, 0.29, 0.29, 0.54, 0.24, 0.24, 0.44]",1,electrolux
2026-08-17_semrush_keywords_electrolux-branded.xlsx,electrolux,fogão eletrolux,pt,nao classificado,coccao,2900,4587.3,29.0,0.14,1.0,"Informational, Transactional",0,"Related Searches, Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products",20.0,"[0.16, 0.13, 0.24, 0.16, 0.19, 0.1, 0.19, 0.29, 0.16, 0.13, 0.16, 0.29]",1,electrolux
2026-08-17_semrush_keywords_electrolux-branded.xlsx,electrolux,lava louça eletrolux,pt,nao classificado,sem categoria,2900,5162.6,29.0,0.15,1.0,Informational,0,"Short Videos, Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches",20.0,"[0.19, 0.13, 0.13, 0.29, 0.44, 0.1, 0.54, 0.44, 0.29, 0.19, 0.36, 0.54]",1,electrolux
2026-08-17_semrush_keywords_electrolux-branded.xlsx,electrolux,maquina de lavar eletrolux 15 kg,pt,especificacao produto,lavanderia,2900,4674.6,21.0,0.25,1.0,Commercial,0,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.05, 0.07, 0.07, 0.13, 0.19, 0.43, 1.0, 0.66, 0.81, 0.81, 1.0, 0.81]",1,electrolux
2026-08-17_semrush_keywords_electrolux-branded.xlsx,electrolux,maquina eletrolux,pt,nao classificado,sem categoria,2900,3416.7,36.0,0.23,1.0,"Informational, Transactional",0,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches",20.0,"[0.43, 0.36, 0.43, 0.36, 0.43, 0.81, 1.0, 0.81, 1.0, 0.81, 1.0, 0.81]",1,electrolux
2026-08-17_semrush_keywords_brastemp.csv,brastemp,adega 12 garrafas brastemp,pt,nao classificado,adega,2900,3190.5,26.0,0.19,1.0,Informational,0,"Site Links, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Knowledge Panel, Image Pack",20.0,"[0.81, 0.43, 0.66, 0.24, 0.66, 0.54, 0.43, 0.43, 0.36, 0.36, 0.43, 0.54]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,assistencia tecnica brastemp autorizada,pt,assistencia e reparo,sem categoria,2900,3765.2,30.0,0.3,0.57,Navigational,0,"Local Pack, Site Links, Reviews, People Also Ask, Related Searches",20.0,"[0.24, 0.35, 0.07, 0.35, 0.24, 0.44, 0.81, 0.66, 0.66, 0.81, 0.81, 0.66]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,brastemp 15kg,pt,especificacao produto,sem categoria,2900,3435.5,26.0,0.28,1.0,"Informational, Transactional",0,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[0.28, 0.54, 0.66, 0.36, 0.36, 0.54, 0.54, 0.43, 0.43, 0.36, 0.43, 0.54]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,brastemp adega,pt,marca e navegacao,adega,2900,3915.0,29.0,0.33,1.0,"Navigational, Transactional",0,"Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products",20.0,"[0.23, 0.19, 0.54, 0.29, 0.54, 0.44, 0.35, 0.44, 0.54, 0.35, 0.35, 0.54]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,brastemp ative geladeira,pt,marca e navegacao,geladeira,2900,3637.1,27.0,0.12,1.0,Informational,0,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.24, 0.24, 0.54, 0.29, 0.36, 0.44, 0.36, 0.36, 0.36, 0.29, 0.29, 0.44]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,brastemp cooktop 5 bocas,pt,marca e navegacao,coccao,2900,2491.9,25.0,0.16,1.0,"Informational, Transactional",0,"Related Searches, Image Pack, Site Links, People Also Ask, Popular Products",20.0,"[0.66, 0.29, 0.29, 0.19, 0.54, 0.35, 0.23, 0.35, 0.35, 0.16, 0.35, 0.29]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,brastemp fogão,pt,marca e navegacao,coccao,2900,1285.2,27.0,0.18,1.0,"Navigational, Transactional",0,"Site Links, Image, Popular Products, Related Searches, Image Pack",20.0,"[0.36, 0.29, 0.66, 0.13, 0.1, 0.13, 0.24, 0.08, 0.16, 0.24, 1.0, 0.13]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,brastemp fogão 4 bocas,pt,marca e navegacao,coccao,2900,3781.1,38.0,0.12,1.0,"Informational, Transactional",0,"Adwords Bottom, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video",20.0,"[0.44, 0.23, 0.44, 0.29, 0.35, 0.19, 0.23, 0.16, 0.44, 1.0, 0.66, 0.54]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,brastemp fogão 5 bocas,pt,marca e navegacao,coccao,2900,1434.3,28.0,0.16,1.0,Informational,0,"Adwords Top, Adwords Bottom, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links",20.0,"[0.23, 0.35, 0.29, 0.35, 0.29, 0.23, 0.35, 0.66, 0.44, 0.23, 1.0, 0.19]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,brastemp lava louça,pt,marca e navegacao,sem categoria,2900,3047.0,28.0,0.25,1.0,"Navigational, Transactional",0,"Image Pack, Video, Video Carousel, Popular Products, Related Searches, Site Links, Reviews, People Also Ask, Short Videos",20.0,"[0.12, 0.19, 0.16, 0.24, 0.12, 0.12, 0.29, 0.19, 0.24, 0.12, 0.19, 0.19]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,brastemp lavadora,pt,marca e navegacao,lavanderia,2900,823.7,28.0,0.27,1.0,"Informational, Transactional",0,"Video, People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links",20.0,"[0.29, 0.04, 0.16, 0.29, 0.07, 0.44, 0.29, 0.16, 0.66, 0.36, 0.54, 0.08]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,brastemp refrigerador,pt,marca e navegacao,geladeira,2900,5629.4,36.0,0.22,1.0,"Navigational, Commercial",1,"Reviews, AI Overview, Image Pack, Site Links, Adwords Top, Video Carousel, Popular Products, Related Searches, Adwords Middle",20.0,"[0.29, 0.16, 0.23, 0.35, 0.35, 0.54, 0.54, 0.16, 0.1, 0.16, 0.54, 0.66]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,cook brastemp 4 bocas,pt,nao classificado,sem categoria,2900,3285.8,21.0,0.11,1.0,Informational,0,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.66, 0.44, 0.44, 0.35, 0.53, 0.81, 0.81, 0.44, 0.53, 0.66, 0.66, 0.66]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,cooktop indução brastemp,pt,nao classificado,coccao,2900,1807.1,26.0,0.12,1.0,"Informational, Transactional",0,"Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products",20.0,"[0.44, 0.53, 0.66, 0.81, 1.0, 0.66, 0.53, 0.35, 0.53, 0.44, 0.44, 0.35]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,filtro brastemp,pt,peca e consumivel,sem categoria,2900,2613.0,29.0,0.42,1.0,Informational,0,"Popular Products, Related Searches, Knowledge Panel, Image Pack, Site Links, Video, People Also Ask",20.0,"[0.44, 0.44, 0.44, 0.44, 0.53, 0.53, 0.66, 0.44, 0.53, 0.53, 0.44, 0.44]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,fogao brastemp 4 bocas,pt,nao classificado,coccao,2900,1792.3,37.0,0.12,1.0,"Informational, Transactional",0,"Popular Products, Related Searches, Image Pack, Site Links, Reviews, Video, People Also Ask",20.0,"[0.24, 0.29, 0.54, 0.1, 0.12, 0.16, 0.16, 0.16, 0.16, 0.12, 0.16, 0.12]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,fogao cooktop 5 bocas brastemp,pt,nao classificado,coccao,2900,3454.4,28.0,0.12,1.0,"Informational, Transactional",0,"Related Searches, Image Pack, Site Links, People Also Ask, Popular Products",20.0,"[0.54, 0.54, 0.81, 0.81, 0.81, 0.65, 0.54, 0.81, 0.65, 0.54, 0.65, 0.81]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,fogão 4 bocas inox brastemp,pt,nao classificado,coccao,2900,4370.2,31.0,0.15,1.0,"Informational, Transactional",0,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links",20.0,"[0.29, 0.29, 0.35, 0.29, 0.35, 0.44, 0.29, 0.54, 0.44, 0.19, 0.29, 0.54]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,fogão cooktop brastemp 5 bocas,pt,nao classificado,coccao,2900,3290.5,25.0,0.12,1.0,Commercial,0,"Image Pack, Site Links, People Also Ask, Popular Products, Related Searches",20.0,"[0.44, 0.44, 0.66, 0.53, 0.66, 0.66, 0.81, 0.53, 0.53, 0.53, 0.53, 0.66]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,fogão de embutir brastemp,pt,nao classificado,coccao,2900,2257.3,30.0,0.11,1.0,"Informational, Transactional",0,"Image Pack, Site Links, People Also Ask, Popular Products, Related Searches",20.0,"[0.54, 0.54, 0.54, 0.54, 0.43, 0.36, 0.66, 0.36, 0.43, 0.36, 0.43, 0.36]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,forno a gas de embutir brastemp,pt,nao classificado,coccao,2900,3037.4,25.0,0.15,1.0,Transactional,0,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches",20.0,"[0.44, 0.1, 0.44, 0.44, 0.29, 0.23, 0.35, 0.29, 0.35, 0.29, 0.44, 0.35]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,forno brastemp eletrico de embutir,pt,nao classificado,coccao,2900,5400.0,25.0,0.16,1.0,Transactional,0,"Popular Products, Related Searches, Image Pack, Site Links, Video, People Also Ask",20.0,"[0.19, 0.1, 0.08, 0.28, 0.19, 0.36, 0.66, 0.54, 0.54, 0.66, 0.81, 0.81]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,forno da brastemp,pt,nao classificado,coccao,2900,4434.0,28.0,0.18,1.0,Navigational,1,"Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links",20.0,"[0.81, 0.43, 0.13, 0.28, 0.19, 0.36, 0.15, 0.54, 0.43, 0.54, 0.66, 0.66]",1,brastemp
2026-08-17_semrush_keywords_brastemp.csv,brastemp,forno eletrico brastemp de embutir,pt,nao classificado,coccao,2900,2700.7,23.0,0.16,1.0,Informational,0,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel",20.0,"[0.29, 0.44, 0.44, 0.54, 0.35, 0.44, 0.66, 0.19, 0.23, 0.23, 0.35, 0.35]",1,brastemp
