Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,samsung geladeira rt46,geladeira samsung,,,,,170,38,0.09,1.00,168,Informational,"Video Carousel, People Also Ask, Related Searches, Knowledge Panel, Image Pack, Site Links, Video, Image","0.43,0.43,0.43,0.35,0.35,0.35,0.29,0.29,0.29,0.29,0.35,0.35",20,,
br,autorizada samsung geladeira,geladeira samsung,,,,,140,21,0.74,0.53,176,Navigational,"Local Pack, Adwords Bottom, People Also Ask, Related Searches","0.66,0.66,0.42,0.52,0.52,0.80,0.52,1.00,1.00,0.66,0.80,0.52",90,,
br,filtro geladeira side by side samsung,geladeira samsung,,,,,140,27,0.13,1.00,168,Transactional,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.43,0.43,0.53,0.43,0.53,0.43,0.53,0.43,0.65,0.43,0.34,0.43",20,,
br,filtro para geladeira side by side samsung,geladeira samsung,,,,,140,31,0.13,1.00,169,"Informational, Commercial","AI Overview, Site Links, Video Carousel, People Also Ask, Popular Products","0.53,0.43,0.65,0.43,0.34,0.43,0.34,0.43,0.43,0.43,0.43,0.43",20,,
br,geladeira com televisão samsung,geladeira samsung,,,,,140,33,0.09,1.00,163,Informational,"Video, Video Carousel, Popular Products, Related Searches, Short Videos, Site Links, People Also Ask, AI Overview, Image Pack","0.53,0.43,0.34,0.43,0.65,0.53,0.81,0.34,0.43,0.00,0.15,0.21",20,,
br,geladeira da samsung com tela,geladeira samsung,,,,,140,38,0.06,1.00,176,Informational,"People Also Ask, Short Videos, Site Links, Video, Video Carousel, Popular Products, Related Searches, AI Overview, Image Pack","0.15,0.23,0.15,0.19,0.15,0.15,0.15,0.19,0.29,0.23,0.29,0.23",20,,
br,geladeira duplex inverse evolution smartthings samsung rb50 black inox 462l,geladeira samsung,,,,,140,34,0.16,1.00,165,"Informational, Transactional","People Also Ask, Related Searches, Site Links, Reviews, Video, Video Carousel","0.66,0.53,0.66,0.35,0.28,0.28,0.53,0.28,0.28,0.17,0.07,0.05",20,,
br,geladeira samsung 411 litros inox,geladeira samsung,,,,,140,29,0.13,1.00,168,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel","0.23,0.15,0.23,0.23,0.18,0.23,0.54,0.23,0.28,0.28,0.28,0.23",20,,
br,geladeira samsung bivolt,geladeira samsung,,,,,140,20,0.12,1.00,169,Transactional,"Popular Products, Related Searches, Site Links, Video, Video Carousel, People Also Ask","0.29,0.29,0.29,0.29,0.29,0.43,0.54,0.35,0.29,0.29,0.35,0.22",20,,
br,geladeira samsung com tablet,geladeira samsung,,,,,140,29,0.09,1.00,184,Informational,"People Also Ask, Popular Products, Related Searches, Video, Short Videos, AI Overview, Image Pack, Site Links, Video Carousel","0.23,0.15,0.15,0.11,0.18,0.23,0.23,0.18,0.28,0.35,0.28,0.23",20,,
br,geladeira samsung frost free rt38dg6120s9fz,geladeira samsung,,,,,140,33,0.17,1.00,160,Informational,"Site Links, Video, People Also Ask, Related Searches","0.34,0.09,0.81,0.34,0.65,0.65,1.00,0.43,0.43,0.28,0.21,0.09",20,,
br,geladeira samsung inverter inox,geladeira samsung,,,,,140,37,0.11,1.00,189,Transactional,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.18,0.11,0.23,0.23,0.18,0.18,0.35,0.28,0.44,0.28,0.28,0.44",20,,
br,geladeira samsung no frost,geladeira samsung,,,,,140,36,0.10,1.00,160,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.65,0.42,0.53,0.65,0.42,0.34,0.42,0.42,0.42,0.34,0.42,0.34",20,,
br,geladeira samsung rf27,geladeira samsung,,,,,140,32,0.20,1.00,165,Informational,"Related Searches, Knowledge Panel, Site Links, Reviews, Video Carousel","0.34,0.42,0.80,1.00,0.34,0.26,0.65,0.42,0.34,0.42,0.65,0.53",20,,
br,geladeira samsung rt43,geladeira samsung,,,,,140,30,0.08,1.00,168,Informational,"Reviews, Image, People Also Ask, Knowledge Panel, Video, Video Carousel, Related Searches, Image Pack, Site Links","0.05,0.03,0.13,0.07,0.04,0.04,0.04,0.04,0.02,0.02,0.02,0.02",20,,
br,painel geladeira samsung,geladeira samsung,,,,,140,30,0.07,0.05,168,Informational,"AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.19,0.36,0.81,0.81,1.00",20,,
br,samsung geladeiras side by side,geladeira samsung,,,,,140,25,0.18,1.00,170,"Navigational, Transactional","People Also Ask, Popular Products, Related Searches, Site Links","0.18,0.18,0.29,0.18,0.10,0.29,0.18,0.22,1.00,0.66,0.18,0.54",20,,
br,assistencia geladeira samsung,geladeira samsung,,,,,110,27,0.91,0.57,108,Navigational,"Related Searches, Adwords Middle, Local Pack, Site Links, Reviews, Adwords Top, People Also Ask","0.11,0.15,0.11,0.15,0.11,0.35,0.11,0.18,0.18,0.18,0.18,0.15",20,,
br,casas bahia geladeira samsung,geladeira samsung,,,,,110,27,0.10,1.00,175,Navigational,"Image Pack, Site Links, Related Searches","0.17,0.23,0.23,0.23,0.28,0.35,0.53,0.43,0.28,0.23,0.23,0.17",20,,
br,filtro de agua geladeira samsung,geladeira samsung,,,,,110,31,0.15,1.00,167,"Informational, Transactional","Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches","0.52,0.64,0.52,0.52,0.52,0.52,0.64,0.52,0.52,0.41,0.41,0.41",20,,
br,geladeira com tablet samsung,geladeira samsung,,,,,110,33,0.07,1.00,164,Informational,"Related Searches, Image Pack, Reviews, Video, Popular Products, Short Videos, Site Links, Video Carousel, People Also Ask","0.53,0.28,0.35,0.28,0.23,0.35,0.35,0.17,0.23,0.28,0.23,0.17",20,,
br,geladeira digital inverter samsung,geladeira samsung,,,,,110,27,0.10,1.00,167,"Informational, Transactional","Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.42,0.52,0.42,0.42,0.42,0.42,0.66,0.52,0.66,0.52,0.33,0.42",20,,
br,geladeira inox samsung inverter,geladeira samsung,,,,,110,32,0.11,1.00,187,"Informational, Transactional","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.22,0.14,0.18,0.22,0.18,0.18,0.29,0.22,0.35,0.22,0.29,0.43",20,,
br,geladeira rb50 samsung,geladeira samsung,,,,,110,36,0.10,1.00,161,"Informational, Transactional","Video, People Also Ask, Image, Video Carousel, Related Searches, Knowledge Panel, Image Pack, Site Links, Reviews","0.18,0.18,0.15,0.11,0.11,0.11,0.18,0.11,0.23,0.28,0.23,0.23",20,,
br,geladeira samsung 391 litros inox,geladeira samsung,,,,,110,21,0.13,1.00,168,Commercial,"Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links","0.52,0.42,0.42,0.23,0.33,0.66,1.00,0.66,0.66,0.42,0.42,0.33",20,,
br,geladeira samsung 411,geladeira samsung,,,,,110,28,0.12,1.00,163,Commercial,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, Image Pack","0.33,0.23,0.33,0.42,0.33,0.52,0.52,0.52,0.42,0.33,0.23,0.19",20,,
br,geladeira samsung 440 litros,geladeira samsung,,,,,110,29,0.08,1.00,167,Informational,"Related Searches, AI Overview, Image Pack, Site Links, Video Carousel, People Also Ask","0.03,0.02,0.05,0.05,0.04,0.03,0.04,0.02,0.03,0.01,0.01,0.01",20,,
br,geladeira samsung antiga,geladeira samsung,,,,,110,27,0.00,0.95,162,"Informational, Commercial","Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.78,0.64,0.64,0.64,0.78,0.78,0.64,0.64,0.78,0.78,0.78,0.78",20,,
br,geladeira samsung casas bahia,geladeira samsung,,,,,110,30,0.10,1.00,180,"Navigational, Transactional","Site Links, People Also Ask, Popular Products, Related Searches, Image Pack","0.34,0.34,0.34,0.34,0.42,0.53,0.80,0.42,0.42,0.26,0.26,0.26",20,,
br,geladeira samsung com tv,geladeira samsung,,,,,110,29,0.12,1.00,175,Informational,"Popular Products, Video, Video Carousel, Related Searches, Short Videos, AI Overview, Image Pack, Site Links, People Also Ask","0.42,0.34,0.34,0.42,0.34,0.34,0.42,0.42,0.65,0.65,0.42,0.34",20,,
br,geladeira samsung inox inverter,geladeira samsung,,,,,110,27,0.11,1.00,159,"Informational, Transactional","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.18,0.11,0.15,0.18,0.15,0.15,0.23,0.18,0.28,0.18,0.23,0.28",20,,
br,geladeira samsung inverte,geladeira samsung,,,,,110,33,0.11,1.00,162,Informational,"Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
br,geladeira samsung reclame aqui,geladeira samsung,,,,,110,30,0.00,0.01,155,Navigational,"Site Links, Reviews, People Also Ask, Related Searches, AI Overview","0.42,0.33,0.66,0.52,0.52,0.66,0.80,0.52,0.52,0.33,0.42,0.33",20,,
br,geladeira samsung rt38 391 litros,geladeira samsung,,,,,110,26,0.12,1.00,182,"Informational, Transactional","Popular Products, Short Videos, Site Links, Reviews, Video, Related Searches, Image Pack, Video Carousel, People Also Ask","0.34,0.28,0.34,0.28,0.34,0.43,0.65,0.34,0.28,0.21,0.28,0.53",20,,
br,geladeira samsung smartthings,geladeira samsung,,,,,110,36,0.13,1.00,165,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.34,0.34,0.28,0.34,0.34,0.53,0.53,0.34,0.34,0.34,0.28,0.21",20,,
br,geladeira smart samsung frost free,geladeira samsung,,,,,110,36,0.15,1.00,168,Transactional,"AI Overview, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.35,0.18,0.29,0.29,0.14,0.06,0.29,0.22,0.22,0.18,0.18,0.14",20,,
br,geladeira temperatura 1 a 7 samsung,geladeira samsung,,,,,110,35,0.00,0.01,103,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Video","0.35,0.28,0.23,0.23,0.28,0.23,0.28,0.82,0.43,0.23,0.17,0.17",90,,
br,geladeiras inverse samsung,geladeira samsung,,,,,110,35,0.13,1.00,164,Transactional,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.00,0.00,0.81,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00",20,,
br,geladeiras samsung inox,geladeira samsung,,,,,110,34,0.13,1.00,165,Transactional,"Site Links, Video, Popular Products, Related Searches, AI Overview, Image Pack","0.42,0.23,0.33,0.42,0.42,0.42,0.80,0.66,0.66,0.42,0.42,0.52",20,,
br,nova geladeira samsung,geladeira samsung,,,,,110,44,0.08,1.00,167,Informational,"Related Searches, AI Overview, Video Carousel, Short Videos, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.03,0.16,0.16,0.16,0.08,0.03,0.05,0.03,0.16,0.10,0.10,0.08",20,,
br,prateleira geladeira samsung,geladeira samsung,,,,,110,15,0.07,0.70,188,"Informational, Transactional","Popular Products, Related Searches, Image Pack, Site Links, People Also Ask","0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.52,0.66,1.00,1.00,1.00",20,,
br,samsung rb50 geladeira,geladeira samsung,,,,,110,37,0.10,1.00,164,"Informational, Transactional","Related Searches, Reviews, Video, Knowledge Panel, Image Pack, Site Links, Image, Video Carousel, People Also Ask","0.06,0.06,0.34,0.06,0.06,0.06,0.43,0.43,0.81,0.65,0.81,1.00",20,,
br,assistencia samsung geladeira,geladeira samsung,,,,,90,29,0.91,0.57,138,Navigational,"Local Pack, Video, People Also Ask, Related Searches","0.52,0.52,0.52,0.52,0.41,0.52,0.52,0.41,0.52,0.41,0.52,0.41",90,,
br,como resetar geladeira samsung inverter,geladeira samsung,,,,,90,28,0.00,0.33,48500,Informational,"People Also Ask, Related Searches, Short Videos, AI Overview, Video","0.23,0.17,0.17,0.28,0.17,0.17,0.23,0.28,0.23,0.17,0.23,0.17",90,,
br,filtro de agua da geladeira samsung,geladeira samsung,,,,,90,22,0.13,1.00,167,Transactional,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.52,0.64,0.52,0.52,0.52,0.52,0.52,0.52,0.52,0.41,0.41,0.41",20,,
br,geladeira bespoke ai samsung,geladeira samsung,,,,,90,34,0.08,1.00,169,"Informational, Transactional","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, Site Links","0.00,0.04,0.04,0.04,0.22,0.14,0.35,0.04,1.00,0.04,0.04,0.04",20,,
br,geladeira bespoke samsung,geladeira samsung,,,,,90,29,0.14,1.00,169,"Informational, Transactional","Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.11,0.35,0.15,0.08,0.08,0.11,0.08,0.11,0.35,0.18,0.28,0.11",20,,
br,geladeira bivolt samsung,geladeira samsung,,,,,90,36,0.11,1.00,165,"Informational, Transactional","Related Searches, Short Videos, AI Overview, Site Links, Video, People Also Ask, Popular Products","0.28,0.28,0.28,0.21,0.21,0.28,0.34,0.34,0.28,0.28,0.28,0.28",20,,
br,geladeira frost free samsung inverter,geladeira samsung,,,,,90,26,0.15,1.00,162,Transactional,"People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel","0.34,0.42,0.42,0.00,0.34,0.42,0.53,0.34,0.26,0.34,0.34,0.34",20,,
br,geladeira invertida samsung,geladeira samsung,,,,,90,40,0.11,1.00,164,"Navigational, Transactional","Related Searches, AI Overview, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
br,geladeira rt38 samsung,geladeira samsung,,,,,90,26,0.15,1.00,160,Informational,"Video, Video Carousel, People Also Ask, Related Searches, Knowledge Panel, Image Pack, Site Links","0.64,0.41,0.41,0.41,0.41,0.29,0.64,0.52,0.41,0.41,0.64,0.41",20,,
br,geladeira samsung 411l,geladeira samsung,,,,,90,26,0.17,1.00,182,Informational,"Site Links, Video, Image, Video Carousel, Popular Products, Related Searches, Short Videos, Image Pack","0.28,0.15,0.21,0.21,0.28,0.34,0.65,0.21,0.21,0.15,0.15,0.15",20,,
br,geladeira samsung 460 litros inverter,geladeira samsung,,,,,90,29,0.10,1.00,183,"Informational, Commercial","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.17,0.12,0.17,0.17,0.17,0.17,0.17,0.28,0.35,0.28,0.28,0.23",20,,
br,geladeira samsung 480 litros,geladeira samsung,,,,,90,29,0.13,1.00,179,Transactional,"People Also Ask, Related Searches, Image Pack, Site Links, Video","0.17,0.17,0.17,0.17,0.23,0.23,0.28,0.23,0.28,0.23,0.17,0.28",20,,
br,geladeira samsung 518 litros inox,geladeira samsung,,,,,90,32,0.12,1.00,159,Commercial,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel","0.64,0.50,0.35,0.50,0.50,0.64,1.00,0.78,0.78,0.64,0.78,0.50",20,,
br,geladeira samsung 528 litros,geladeira samsung,,,,,90,32,0.08,1.00,162,Transactional,"Image, Popular Products, Related Searches, Site Links, Reviews, Video","0.15,0.09,0.09,0.09,0.12,0.19,0.15,0.09,0.06,0.06,0.06,0.06",20,,
br,geladeira samsung 602 litros,geladeira samsung,,,,,90,23,0.15,1.00,167,Informational,"Popular Products, Related Searches, Image Pack, Site Links, Image, Video Carousel","0.19,0.33,0.19,0.23,0.23,0.33,0.80,0.66,0.66,0.42,0.42,0.33",20,,
br,geladeira samsung ai,geladeira samsung,,,,,90,36,0.11,1.00,165,"Informational, Transactional","Related Searches, Short Videos, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.00,0.81,0.66,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
br,geladeira samsung black,geladeira samsung,,,,,90,35,0.13,1.00,192,Informational,"Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.34,0.28,0.28,0.28,0.28,0.34,0.53,0.21,0.21,0.15,0.21,0.21",20,,
br,geladeira samsung digital inverter manual,geladeira samsung,,,,,90,35,0.02,0.02,119,Informational,"Site Links, Video, People Also Ask, Related Searches, AI Overview, Image Pack","0.23,0.23,0.28,0.23,0.23,0.17,0.17,0.28,0.23,0.17,0.23,0.17",20,,
br,geladeira samsung french door 4 portas,geladeira samsung,,,,,90,35,0.14,1.00,190,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.42,0.42,0.42,0.52,0.33,0.33,0.42,0.33,0.33,0.33,0.23,0.42",20,,
br,geladeira samsung inverter 460 litros,geladeira samsung,,,,,90,31,0.09,1.00,162,Informational,"Related Searches, Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products","0.05,0.05,0.03,0.02,0.03,0.06,0.16,0.10,0.10,0.06,0.08,0.08",20,,
br,geladeira samsung inverter preta,geladeira samsung,,,,,90,35,0.13,1.00,163,Transactional,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.34,0.21,0.28,0.21,0.28,0.28,0.34,0.28,0.28,0.21,0.28,0.21",20,,
br,geladeira samsung manual,geladeira samsung,,,,,90,36,0.09,0.08,104,Informational,"Reviews, Video, People Also Ask, Related Searches, Image Pack, Site Links","0.41,0.41,0.41,0.41,0.41,0.41,0.52,1.00,0.64,0.41,0.41,0.41",20,,
br,geladeira samsung rb50 462 litros,geladeira samsung,,,,,90,34,0.10,1.00,170,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.52,0.41,0.41,0.64,0.52,0.41,0.41,0.41,0.64,0.64,0.82,1.00",20,,
br,geladeira samsung rf49,geladeira samsung,,,,,90,35,0.18,1.00,153,Informational,"Image Pack, Site Links, Reviews, Video, Video Carousel, Related Searches, AI Overview, People Also Ask, Popular Products","0.50,0.64,0.50,0.35,0.50,0.50,1.00,0.64,0.64,0.50,0.50,0.64",20,,
br,geladeira samsung rs52,geladeira samsung,,,,,90,30,0.13,1.00,190,Informational,"People Also Ask, Related Searches, Knowledge Panel, Image Pack, Site Links, Video, Image, Video Carousel","0.29,0.22,0.29,0.18,0.14,0.14,0.22,0.14,0.14,0.10,0.10,0.08",20,,
br,geladeira samsung rt42 411 litros,geladeira samsung,,,,,90,34,0.16,1.00,164,Informational,"Video, Video Carousel, AI Overview, Site Links, Reviews, Adwords Bottom, People Also Ask, Related Searches, Image Pack","0.09,0.09,0.09,0.09,0.52,1.00,0.52,0.66,0.52,0.42,0.52,0.42",20,,
br,geladeira samsung rt53 518 litros,geladeira samsung,,,,,90,25,0.14,1.00,166,"Informational, Transactional","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.11,0.41,0.29,0.41,0.41,0.52,0.82,0.82,1.00,0.64,0.64,0.41",20,,
br,geladeira samsung tablet,geladeira samsung,,,,,90,35,0.08,1.00,184,"Informational, Transactional","Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.22,0.29,0.14,0.18,0.18,0.18,0.18,0.14,0.18,0.18,0.14,0.14",20,,
br,geladeira samsung tela,geladeira samsung,,,,,90,36,0.15,1.00,167,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos","0.07,0.07,0.07,0.07,0.09,0.09,0.09,0.09,0.11,0.09,0.07,0.09",20,,
br,geladeira side by side samsung rs57,geladeira samsung,,,,,90,31,0.16,1.00,164,"Navigational, Transactional","Reviews, Video, Video Carousel, Popular Products, Related Searches, Adwords Middle, Site Links","0.11,0.82,0.41,0.23,0.17,0.64,1.00,0.64,0.64,0.41,0.41,0.41",20,,
br,geladeira side by side smartthings samsung rs57 inox 564l,geladeira samsung,,,,,90,30,0.22,1.00,166,Commercial,"Image Pack, Site Links, Video, Video Carousel, Popular Products, Related Searches","0.44,0.23,0.23,0.15,0.06,0.11,0.06,0.03,0.03,0.03,0.03,0.03",20,,
br,geladeira smart samsung frost free duplex 411l inox look,geladeira samsung,,,,,90,31,0.18,1.00,156,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Image, Video Carousel","0.29,0.29,0.64,0.41,0.64,0.64,1.00,0.82,0.64,0.52,0.52,0.41",20,,
br,geladeira/refrigerador samsung frost free duplex 391l bivolt inox,geladeira samsung,,,,,90,15,0.12,1.00,172,"Informational, Transactional","Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links, Video","0.07,1.00,0.78,0.78,1.00,0.28,0.78,0.14,0.14",20,,
br,geladeiras samsung frost free,geladeira samsung,,,,,90,38,0.14,1.00,91,Transactional,"Related Searches, Site Links, Popular Products","0.00,0.00,0.44,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.36",20,,
br,geladeiras samsung são boas,geladeira samsung,,,,,90,26,0.11,1.00,169,Informational,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Short Videos, AI Overview","0.21,0.28,0.21,0.34,0.34,0.28,0.43,0.21,0.28,0.28,0.21,0.15",90,,
br,manual geladeira samsung,geladeira samsung,,,,,90,32,0.09,0.08,106,Informational,"Image Pack, Site Links, Reviews, Video, People Also Ask, Related Searches","0.52,0.52,0.52,0.41,0.41,0.52,0.52,0.82,0.64,0.41,0.52,0.41",20,,
br,manual geladeira samsung digital inverter,geladeira samsung,,,,,90,35,0.02,0.02,107,Informational,"Image Pack, Site Links, Reviews, Video, People Also Ask, Related Searches, AI Overview","0.18,0.14,0.14,0.14,0.14,0.14,0.14,0.22,0.18,0.14,0.14,0.14",20,,
br,nova geladeira da samsung,geladeira samsung,,,,,90,40,0.08,1.00,168,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel","0.02,0.10,0.10,0.08,0.04,0.03,0.04,0.03,0.10,0.04,0.05,0.04",20,,
br,placa da geladeira samsung,geladeira samsung,,,,,90,4,0.06,1.00,175,Commercial,"Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.78,0.64,0.50,0.78,0.50,0.64,0.50,0.78,0.50,0.64,0.64,0.64",20,,
br,placa geladeira samsung,geladeira samsung,,,,,90,4,0.06,1.00,189,Commercial,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.78,0.64,0.50,0.78,0.50,0.64,0.64,0.78,0.50,0.78,0.78,0.64",20,,
br,reclame aqui geladeira samsung,geladeira samsung,,,,,90,29,0.00,0.01,156,Navigational,"Reviews, People Also Ask, Related Searches, AI Overview","0.52,0.52,0.64,0.64,0.52,0.82,0.82,0.64,0.64,0.41,0.41,0.41",90,,
br,samsung bespoke geladeira,geladeira samsung,,,,,90,33,0.17,1.00,159,"Informational, Transactional","Short Videos, Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.41,0.52,0.29,0.41,0.11,0.64,0.11,0.64,0.82,0.64,0.82,0.64",20,,
br,assistência técnica samsung geladeira,geladeira samsung,,,,,70,0,0.98,0.63,,,,"0.27,0.45,0.81,1.00,0.63,0.45,0.45,0.63,0.81,0.63,0.81,0.63",,,
br,aço inox geladeira samsung,geladeira samsung,,,,,90,0,0.09,1.00,,,,"0.05,0.05,0.23,0.05,0.11,0.64,0.64,0.82,0.64,0.64,1.00,0.82",,,
br,como regular a temperatura da geladeira samsung digital inverter,geladeira samsung,,,,,70,0,0.00,0.01,,,,"0.12,0.10,0.17,0.17,0.17,0.12,0.17,0.43,0.17,0.17,0.17,0.17",,,
br,conserto geladeira samsung,geladeira samsung,,,,,70,0,1.04,0.62,,,,"0.11,0.08,0.15,0.11,0.11,0.11,0.15,0.23,0.11,0.11,0.11,0.15",,,
br,filtro de agua para geladeira samsung,geladeira samsung,,,,,70,0,0.15,1.00,,,,"0.50,0.78,0.50,0.50,0.50,0.50,0.50,0.64,0.50,0.35,0.50,0.50",,,
br,frost free geladeira samsung,geladeira samsung,,,,,70,0,0.11,1.00,,,,"0.14,0.14,0.14,0.50,0.28,0.14,0.78,1.00,0.78,0.78,1.00,0.78",,,
br,garantia geladeira samsung,geladeira samsung,,,,,70,0,0.76,0.05,,,,"0.63,0.63,0.63,0.63,0.63,0.63,0.81,0.63,0.81,0.45,0.45,0.45",,,
br,geladeira com wi fi samsung,geladeira samsung,,,,,50,0,0.09,1.00,,,,"0.03,0.03,0.03,0.04,0.03,0.02,0.03,0.02,0.05,0.01,0.01,0.01",,,
br,geladeira duplex evolution smartthings samsung rt38 391l,geladeira samsung,,,,,70,0,0.23,1.00,,,,"0.41,0.52,0.29,0.52,0.52,0.82,0.64,0.29,0.29,0.29,0.29,0.23",,,
br,geladeira frost free samsung inox,geladeira samsung,,,,,70,0,0.14,1.00,,,,"0.09,0.07,0.07,0.07,0.09,0.07,0.09,0.05,0.05,0.03,0.02,0.11",,,
br,geladeira rt42 samsung,geladeira samsung,,,,,70,0,0.14,1.00,,,,"0.21,0.21,0.35,0.50,0.35,0.50,0.78,1.00,0.78,0.78,0.78,0.50",,,
br,geladeira samsung 2 portas inox,geladeira samsung,,,,,70,0,0.09,1.00,,,,"0.14,0.04,0.08,0.10,0.14,0.10,0.14,0.29,0.22,0.22,0.18,0.22",,,
br,geladeira samsung 500 litros,geladeira samsung,,,,,70,0,0.10,1.00,,,,"0.23,0.23,0.33,0.23,0.23,0.33,0.33,0.09,0.52,0.09,0.52,0.52",,,
br,geladeira samsung agua na porta,geladeira samsung,,,,,50,0,0.08,1.00,,,,"0.26,0.19,0.26,0.26,0.26,0.26,0.26,0.26,0.19,0.07,0.42,0.07",,,
br,geladeira samsung bege,geladeira samsung,,,,,70,0,0.08,1.00,,,,"0.42,0.33,0.33,0.33,0.33,0.33,0.42,0.33,0.23,0.23,0.23,0.19",,,
br,geladeira samsung black inox,geladeira samsung,,,,,70,0,0.17,1.00,,,,"0.41,0.41,0.29,0.41,0.41,0.64,0.82,0.64,0.41,0.29,0.41,0.23",,,
br,geladeira samsung by side,geladeira samsung,,,,,70,0,0.18,1.00,,,,"0.50,0.50,0.50,0.50,0.35,0.35,0.78,0.50,0.64,0.35,0.50,0.50",,,
br,geladeira samsung com dispenser de água,geladeira samsung,,,,,50,0,0.14,1.00,,,,"0.50,0.35,0.50,0.50,0.50,0.35,0.78,0.35,0.28,0.21,0.14,0.14",,,
br,geladeira samsung duas portas inox,geladeira samsung,,,,,70,0,0.12,1.00,,,,"0.41,0.41,0.23,0.23,0.29,0.41,0.41,0.41,0.41,0.29,0.64,0.64",,,
br,geladeira samsung duplex evolution,geladeira samsung,,,,,70,0,0.13,1.00,,,,"0.14,0.14,0.14,0.14,0.14,0.22,0.18,0.14,0.10,0.10,0.14,0.14",,,
br,geladeira samsung family hub french door rf27,geladeira samsung,,,,,70,0,0.32,1.00,,,,"0.14,0.35,0.78,0.78,0.14,1.00,0.78,0.14,0.64,0.35,0.64,0.35",,,
br,geladeira samsung family hub side by side,geladeira samsung,,,,,70,0,0.49,1.00,,,,"0.11,0.11,0.11,0.11,0.11,0.64,0.64,0.11,0.64,0.64,0.64,0.11",,,
br,geladeira samsung garantia,geladeira samsung,,,,,70,0,0.76,0.05,,,,"0.63,0.63,0.63,0.63,0.63,0.63,0.81,0.63,0.81,0.45,0.45,0.45",,,
