Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
br,bem estar consul climatizador,consul,,,,,1000,25,0.07,1.00,166,Informational,"AI Overview, Image Pack, Reviews, Video, Video Carousel, People Also Ask, Related Searches","0.08,0.10,0.08,0.08,0.24,0.24,0.18,0.66,0.29,0.18,0.13,0.10",90,,
br,borracha para geladeira consul,consul,,,,,1000,15,0.04,1.00,200,Commercial,"Reviews, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.41,0.36,0.36,0.36,0.30,0.30,0.54,0.54,0.41,0.36,0.41,0.41",20,,
br,cervejeira consul preta,consul,,,,,1000,16,0.34,1.00,177,"Informational, Transactional","Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches, Short Videos","0.44,0.34,0.44,0.34,0.34,0.30,0.82,0.55,0.44,0.20,0.24,0.24",20,,
br,consul 11kg,consul,,,,,1000,16,0.12,1.00,154,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.52,0.52,0.52,0.46,0.52,0.46,0.46,0.37,0.46,0.46,0.46,0.46",20,,
br,consul 12 kg,consul,,,,,1000,22,0.25,1.00,178,Informational,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.29,0.13,0.16,0.24,0.16,0.13,0.18,0.24,0.16,0.16,0.16,0.18",20,,
br,consul assistência técnica autorizada,consul,,,,,1000,15,0.25,0.52,106,Navigational,"Local Pack, Site Links, People Also Ask, Related Searches, AI Overview","0.45,0.36,0.20,0.36,0.45,0.62,0.55,0.81,1.00,0.62,1.00,0.62",20,,
br,consul climatizador bem estar,consul,,,,,1000,21,0.07,1.00,168,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.04,0.05,0.04,0.04,0.10,0.13,0.10,0.36,0.16,0.10,0.07,0.05",20,,
br,consul cnpj,consul,,,,,1000,22,0.20,0.02,105,Informational,"Reviews, People Also Ask, Related Searches, AI Overview","0.36,0.16,0.54,0.20,1.00,0.41,0.30,0.41,0.54,0.36,0.41,0.36",75,,
br,consul forno de embutir,consul,,,,,1000,18,0.20,1.00,162,Informational,"Popular Products, Related Searches, Site Links, Video, People Also Ask","0.36,0.36,0.36,0.36,0.24,0.24,0.27,0.20,0.27,0.24,0.27,0.27",20,,
br,consul forno eletrico,consul,,,,,1000,23,0.17,1.00,175,Transactional,"Related Searches, AI Overview, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.44,0.44,0.24,0.44,0.30,0.30,0.24,0.44,0.34,0.34,0.34,0.44",20,,
br,consul inverter,consul,,,,,1000,20,0.14,1.00,161,Informational,"Image Pack, Video, Video Carousel, People Also Ask, Popular Products, Site Links, Reviews, Adwords Bottom, Related Searches","0.30,0.24,0.24,0.24,0.24,0.36,0.54,0.66,0.79,0.41,0.66,0.36",20,,
br,consular cnpj,consul,,,,,1000,69,0.20,0.02,107,Informational,"Image Pack, Reviews, Video, Related Searches","0.36,0.24,0.07,0.19,0.19,0.04,0.04,0.13,0.13,0.10,0.10,0.15",75,,
br,consular electronic application center,consul,,,,,1000,72,0.54,0.17,65,Navigational,"Video, People Also Ask, Related Searches","0.20,0.13,0.20,1.00,0.66,0.27,0.13,0.08,0.24,0.07,0.13,0.10",90,,
br,filtro consul purificador,consul,,,,,1000,23,0.14,1.00,158,Transactional,"Related Searches, AI Overview, Site Links, Reviews, Video, Popular Products","0.54,0.24,0.30,0.54,0.54,0.36,0.54,0.30,0.41,0.30,0.54,0.54",20,,
br,filtro para purificador consul,consul,,,,,1000,23,0.14,1.00,186,"Informational, Transactional","Related Searches, Image Pack, Site Links, People Also Ask, Popular Products","0.68,0.68,0.68,0.68,0.52,0.52,0.52,0.52,0.52,0.37,0.68,0.68",20,,
br,fogao consul 4 bocas mesa vidro,consul,,,,,1000,18,0.20,1.00,165,"Informational, Transactional","Knowledge Panel, Site Links, Image, Video Carousel, People Also Ask, Image Pack, Video, Popular Products, Related Searches","0.46,0.46,0.68,0.84,0.52,0.46,0.52,0.46,0.84,0.68,0.68,1.00",20,,
br,fogao inox consul,consul,,,,,1000,15,0.24,1.00,179,Transactional,"Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.44,0.44,0.44,0.44,0.44,0.44,0.34,0.24,0.24,0.34,0.34,0.34",20,,
br,fogão 4 bocas branco consul,consul,,,,,1000,20,0.18,1.00,164,Informational,"Site Links, Video, People Also Ask, Popular Products, Related Searches","0.20,0.20,0.24,0.27,0.27,0.36,0.36,0.27,0.27,0.24,0.27,0.27",20,,
br,fogão 4 bocas consul mesa de vidro,consul,,,,,1000,19,0.16,1.00,162,Informational,"Knowledge Panel, Image, People Also Ask, Image Pack, Site Links, Video, Video Carousel, Popular Products, Related Searches","0.34,0.30,0.30,0.34,0.34,0.34,0.55,0.44,0.55,0.34,0.44,0.34",20,,
br,fogão 4 bocas mesa de vidro consul,consul,,,,,1000,19,0.16,1.00,157,Informational,"Related Searches, Knowledge Panel, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.22,0.20,0.29,0.22,0.22,0.22,0.36,0.22,0.29,0.22,0.29,0.29",20,,
br,fogão com mesa de vidro consul,consul,,,,,1000,22,0.18,1.00,186,Informational,"Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.22,0.08,0.20,0.08,0.29,0.36,0.43,0.29,0.20,0.22,0.20,0.16",20,,
br,fogão consul 4 bocas com mesa de vidro,consul,,,,,1000,26,0.16,1.00,159,Informational,"Site Links, Video, People Also Ask, Popular Products, Related Searches, AI Overview, Knowledge Panel, Image Pack","0.36,0.27,0.08,0.36,0.27,0.27,0.44,0.36,0.36,0.27,0.24,0.27",20,,
br,fogão consul branco 4 bocas,consul,,,,,1000,25,0.18,1.00,164,Informational,"Video, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.36,0.27,0.24,0.27,0.24,0.24,0.20,0.36,0.36,0.36,0.27,0.27",20,,
br,forno consul de embutir,consul,,,,,1000,22,0.20,1.00,163,Commercial,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video Carousel","0.10,0.36,0.13,0.44,0.44,0.20,0.36,0.36,0.36,0.36,0.36,0.27",20,,
br,forno eletrico de embutir consul,consul,,,,,1000,17,0.20,1.00,160,"Informational, Transactional","Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Reviews, Video","0.36,0.36,0.66,0.66,0.36,0.41,0.66,0.41,0.41,0.30,0.41,0.36",20,,
br,freezer 142 litros consul,consul,,,,,1000,29,0.20,1.00,170,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Knowledge Panel, Site Links, Reviews, Video","0.45,0.55,0.36,0.81,0.55,0.55,0.45,0.55,1.00,0.81,0.62,0.81",20,,
br,freezer vertical consul 121 litros,consul,,,,,1000,25,0.16,1.00,165,Informational,"Video, People Also Ask, Popular Products, Related Searches, Knowledge Panel, Image Pack, Site Links, Reviews","0.66,0.54,0.36,0.41,0.30,0.36,0.54,0.41,0.30,0.24,0.30,0.41",20,,
br,frigobar 120l consul,consul,,,,,1000,24,0.10,1.00,160,Commercial,"Related Searches, Image Pack, Site Links, Video, Popular Products","0.27,0.36,0.27,0.27,0.27,0.27,0.01,0.27,0.36,0.27,0.44,0.36",20,,
br,frigobar consul 117 litros,consul,,,,,1000,23,0.17,1.00,159,"Informational, Transactional","Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches","0.36,0.30,0.30,0.41,0.41,0.41,0.66,0.41,0.54,0.41,0.66,0.54",20,,
br,frigobar consul 80 litros,consul,,,,,1000,26,0.09,1.00,160,Informational,"Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.30,0.30,0.41,0.54,0.54,0.54,0.36,0.41,0.54,0.41,0.36,0.41",20,,
br,frigobar consul 80 litros crc08cb,consul,,,,,1000,22,0.09,1.00,169,Informational,"Related Searches, AI Overview, Site Links, Reviews, Video, People Also Ask","0.68,0.46,0.16,0.46,0.52,0.46,0.52,0.52,0.52,0.52,0.52,0.52",20,,
br,gavetas geladeira consul,consul,,,,,1000,25,0.08,1.00,187,Transactional,"Image Pack, Site Links, Popular Products, Related Searches","0.76,0.76,0.76,0.76,0.76,0.76,0.76,0.76,1.00,0.76,0.76,0.76",20,,
br,geladeira 334 litros consul,consul,,,,,1000,20,0.25,1.00,165,"Informational, Transactional","Popular Products, Related Searches, Knowledge Panel, Image Pack, Site Links, Video Carousel, People Also Ask","0.36,0.36,0.24,0.30,0.66,0.36,0.54,0.66,0.66,0.54,0.54,0.54",20,,
br,geladeira 340 litros consul,consul,,,,,1000,23,0.18,1.00,161,"Informational, Transactional","Related Searches, AI Overview, Site Links, People Also Ask, Popular Products","0.08,0.24,0.04,0.02,0.19,0.05,0.05,0.07,0.08,0.04,0.08,0.13",20,,
br,geladeira consul 280 litros,consul,,,,,1000,25,0.09,1.00,172,Informational,"Popular Products, Related Searches, Image Pack, Site Links, Reviews, Video, People Also Ask","0.52,0.46,0.52,0.52,0.46,0.52,0.46,0.68,0.68,0.46,0.68,0.52",20,,
br,geladeira consul 340 litros frost free,consul,,,,,1000,25,0.17,1.00,164,Informational,"Related Searches, Knowledge Panel, Site Links, Adwords Bottom, People Also Ask, Popular Products","0.20,0.24,0.27,0.27,0.27,0.27,0.27,0.36,0.44,0.24,0.36,0.27",20,,
br,geladeira consul duas portas,consul,,,,,1000,29,0.16,1.00,184,Commercial,"Popular Products, Related Searches, Image Pack, Site Links, Reviews, Video, People Also Ask","0.62,0.55,0.62,0.62,0.55,0.62,0.81,0.81,0.81,0.81,0.81,1.00",20,,
br,geladeira consul frost free 300 litros,consul,,,,,1000,22,0.21,1.00,177,Commercial,"Site Links, People Also Ask, Popular Products, Related Searches","0.36,0.24,0.36,0.66,0.36,0.41,0.54,0.41,0.66,0.30,0.24,0.24",20,,
br,geladeira consul frost free bem estar,consul,,,,,1000,23,0.09,1.00,182,Informational,"Site Links, Video, People Also Ask, Popular Products, Related Searches, Image Pack","0.41,0.41,0.10,0.54,0.41,0.24,0.66,0.66,0.54,0.54,0.66,0.54",20,,
br,geladeira consul inox frost free,consul,,,,,1000,23,0.23,1.00,179,"Informational, Transactional","Popular Products, Related Searches, Image Pack, Site Links, Video, People Also Ask","0.00,0.00,0.07,0.08,0.07,0.19,0.35,0.05,0.08,0.19,0.35,0.44",20,,
br,geladeira consul magazine luiza,consul,,,,,1000,31,0.15,1.00,0,Navigational,"Image Pack, Site Links, People Also Ask, Popular Products, Related Searches","0.36,0.16,0.20,0.52,0.36,0.36,0.44,0.27,0.20,0.13,0.20,0.13",20,,
br,geladeira frost free facilite consul,consul,,,,,1000,23,0.11,1.00,158,Informational,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.36,0.27,0.52,0.36,0.20,0.52,0.20,0.16,0.20,0.13,0.36,0.36",20,,
br,geladeira frost free inox consul,consul,,,,,1000,23,0.24,1.00,177,"Informational, Transactional","Related Searches, Image Pack, Site Links, Reviews, Video Carousel, People Also Ask, Popular Products","0.29,0.29,0.29,0.43,0.16,0.13,0.22,0.16,0.20,0.22,0.22,0.22",20,,
br,geladeira inox consul frost free,consul,,,,,1000,23,0.24,1.00,184,Transactional,"People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Reviews, Video, Video Carousel","0.15,0.15,0.10,0.24,0.13,0.13,0.10,0.15,0.24,0.19,0.19,0.24",20,,
br,geladeira magazine luiza consul,consul,,,,,1000,29,0.15,1.00,0,Navigational,"Image Pack, Site Links, People Also Ask, Popular Products, Related Searches","0.34,0.34,0.34,0.30,0.24,0.44,0.55,0.44,0.34,0.34,0.44,0.24",20,,
br,lavadora consul 9kg,consul,,,,,1000,24,0.19,1.00,162,Commercial,"Related Searches, Short Videos, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.16,0.24,0.29,0.24,0.24,0.18,0.18,0.24,0.04,0.13,0.18,0.24",20,,
br,maquina de lavar consul 9 kg,consul,,,,,1000,22,0.22,1.00,166,Commercial,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.04,0.03,0.65,0.16,0.05,0.22,0.08,0.29,0.65,0.43,0.10,0.13",20,,
br,maquinas de lavar roupas consul,consul,,,,,1000,27,0.21,1.00,201,"Informational, Commercial","Reviews, People Also Ask, Popular Products, Related Searches, Short Videos, AI Overview, Site Links","0.15,0.13,0.08,0.15,0.15,0.15,0.28,0.13,0.19,0.13,0.10,0.24",20,,
br,micro ondas consul,consul,,,,,1000,24,0.14,1.00,180,"Informational, Transactional","Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video Carousel, People Also Ask","0.44,0.36,0.27,0.36,0.27,0.36,0.27,0.27,0.20,0.13,0.27,0.20",20,,
br,máquina consul,consul,,,,,1000,28,0.18,1.00,191,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel","0.67,0.55,0.67,1.00,0.76,0.67,0.76,0.76,0.76,0.67,1.00,1.00",20,,
br,máquina consul 11kg,consul,,,,,1000,24,0.12,1.00,165,Commercial,"Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products","0.52,0.68,0.52,0.52,0.52,0.52,0.46,0.37,0.46,0.46,0.52,0.46",20,,
br,máquina de lavar 11kg consul,consul,,,,,1000,17,0.13,1.00,159,Commercial,"Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.36,0.41,0.79,0.41,0.41,0.41,0.54,0.30,0.41,0.41,0.54,0.41",20,,
br,máquina de lavar consul 10kg,consul,,,,,1000,31,0.12,1.00,166,"Informational, Commercial","Related Searches, Image Pack, Site Links, Reviews, Video, People Also Ask, Popular Products","0.52,0.46,0.52,0.52,0.46,0.68,0.68,0.68,0.68,0.52,0.68,0.68",20,,
br,máquina de lavar consul 12 kg,consul,,,,,1000,21,0.18,1.00,181,"Informational, Transactional","Popular Products, Related Searches, Short Videos, Site Links, Video, Video Carousel, People Also Ask","0.10,0.15,0.10,0.15,0.13,0.10,0.15,0.36,0.19,0.15,0.13,0.24",20,,
br,máquina de lavar consul 13 kg,consul,,,,,1000,22,0.24,1.00,168,Commercial,"Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.30,0.55,0.55,0.81,0.62,0.62,1.00,0.62,0.81,0.62,1.00,0.81",20,,
br,prateleira da geladeira consul,consul,,,,,1000,23,0.05,1.00,175,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.62,0.36,0.24,0.45,0.30,0.55,0.81,0.81,1.00,0.81,0.81,0.81",20,,
br,prateleiras geladeira consul,consul,,,,,1000,21,0.05,1.00,170,Transactional,"Adwords Bottom, Popular Products, Related Searches, Site Links, Adwords Top","0.62,0.36,0.55,0.55,0.55,0.62,0.81,0.81,0.81,0.81,0.81,0.81",20,,
br,purificador de água consul cpc31ab,consul,,,,,1000,23,0.15,1.00,165,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Reviews, Video, Video Carousel","0.54,0.54,0.54,0.54,0.41,0.36,0.54,0.36,0.36,0.30,0.30,0.24",20,,
br,refil consul purificador,consul,,,,,1000,20,0.14,1.00,192,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Reviews, Video Carousel, Video","0.37,0.68,0.68,0.52,0.52,0.37,0.68,0.46,0.52,0.46,0.37,0.52",20,,
br,refil de filtro de agua consul,consul,,,,,1000,22,0.16,1.00,184,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.81,0.62,0.62,0.81,0.55,0.62,0.81,0.20,0.62,0.62,0.62,0.62",20,,
br,refil filtro de agua consul,consul,,,,,1000,21,0.16,1.00,169,"Informational, Transactional","Image Pack, Site Links, Video, Related Searches","0.81,0.62,0.81,0.62,0.45,0.81,0.62,0.36,1.00,0.81,0.55,0.81",20,,
br,refil para filtro de agua consul,consul,,,,,1000,21,0.16,1.00,166,Transactional,"Popular Products, Related Searches, Local Pack, Site Links, People Also Ask","1.00,0.76,0.76,1.00,0.55,0.76,0.76,0.45,0.76,0.76,0.76,0.76",20,,
br,refrigerador consul 120 litros,consul,,,,,1000,26,0.10,1.00,161,Informational,"Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.20,0.44,0.13,0.55,0.34,0.30,0.55,0.44,0.34,0.34,0.65,0.34",20,,
br,refrigerador consul frost free 300,consul,,,,,1000,19,0.21,1.00,166,Commercial,"Knowledge Panel, Site Links, People Also Ask, Popular Products, Related Searches, AI Overview","0.54,0.24,0.36,0.54,0.54,0.54,0.66,0.54,0.54,0.41,0.41,0.30",20,,
br,rua consul orestes corrêa,consul,,,,,1000,21,0.00,0.04,108,Informational,"Reviews, Video, Related Searches","0.76,0.76,1.00,0.67,1.00,1.00,1.00,1.00,0.67,0.76,1.00,0.76",90,,
br,símbolos controle ar condicionado consul funções,consul,,,,,1000,22,0.00,0.33,101,Informational,"Video Carousel, People Also Ask, Related Searches, Short Videos, AI Overview, Site Links, Reviews, Video","0.54,0.79,0.54,0.36,0.36,0.36,0.36,0.79,0.41,0.36,0.36,0.24",20,,
br,u.s. consulate general in sao paulo,consul,,,,,1000,34,0.00,0.00,112,Informational,"Local Pack, Video, People Also Ask, Related Searches","0.00,0.44,0.65,0.65,1.00,0.00,0.44,0.00,0.65,0.00,0.00,0.00",90,,
br,ar condicionado consul 12000 btus,consul,,,,,880,24,0.11,1.00,162,Commercial,"Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.08,0.10,0.10,0.13,0.18,0.10,0.29,0.35,0.16,0.13,0.13,0.13",20,,
br,ar condicionado consul 9000 btu,consul,,,,,880,19,0.09,1.00,163,Commercial,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.13,0.13,0.08,0.13,0.20,0.20,0.16,0.22,0.36,0.20,0.20,0.05",20,,
br,ar condicionado consul portatil,consul,,,,,880,27,0.07,1.00,145,"Informational, Transactional","Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.05,0.03,0.03,0.07,0.07,0.07,0.08,0.29,0.19,0.10,0.08,0.07",20,,
br,autorizada consul peças,consul,,,,,880,21,0.09,0.80,162,Transactional,"Site Links, Reviews, Video, Related Searches","0.36,0.36,0.41,0.30,0.30,0.30,0.24,0.36,0.41,0.36,0.36,0.30",20,,
br,consul ar condicionado 9000 btus,consul,,,,,880,19,0.09,1.00,161,Transactional,"AI Overview, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.08,0.08,0.07,0.10,0.19,0.07,0.19,0.28,0.24,0.13,0.10,0.01",20,,
br,consul assistencia,consul,,,,,880,25,0.22,0.46,106,"Navigational, Transactional","Reviews, People Also Ask, Related Searches, Site Links","0.55,0.55,0.62,0.55,0.45,0.45,0.55,0.62,0.55,0.36,0.45,0.55",20,,
br,consul assistência técnica,consul,,,,,880,24,0.23,0.53,107,Navigational,"Local Pack, Site Links, Reviews, People Also Ask, Related Searches","0.24,0.36,0.20,0.30,0.36,0.24,0.54,0.36,0.36,0.36,0.41,0.54",20,,
br,consul bem estar climatizador,consul,,,,,880,25,0.07,1.00,178,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.05,0.07,0.07,0.05,0.10,0.07,0.10,0.35,0.16,0.08,0.07,0.04",20,,
br,consul cervejeira medidas,consul,,,,,880,30,0.09,1.00,160,Informational,"Related Searches, AI Overview, Image Pack, Site Links, Video, People Also Ask, Popular Products","0.54,0.36,0.30,0.54,0.41,0.54,0.00,0.66,0.66,0.00,0.01,0.00",20,,
br,consul cooktop,consul,,,,,880,24,0.12,1.00,176,Commercial,"Related Searches, Adwords Middle, Image Pack, Reviews, Adwords Top, Video Carousel, AI Overview, Site Links, Video, People Also Ask, Popular Products","0.24,0.05,0.20,0.52,0.44,0.44,0.20,0.27,0.44,0.07,0.16,0.27",20,,
br,consul cpc31ab,consul,,,,,880,26,0.15,1.00,160,Informational,"AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.67,0.76,1.00,1.00,0.76,1.00,1.00,0.55,0.30,0.30,0.36,0.36",20,,
br,consul crd37,consul,,,,,880,20,0.12,1.00,165,Informational,"Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.62,0.55,0.45,0.55,0.45,0.62,0.36,0.55,0.81,0.45,0.36,0.55",20,,
br,consul cupom,consul,,,,,880,27,0.57,1.00,162,Transactional,"AI Overview, Site Links, Reviews, Video, People Also Ask, Related Searches","0.16,0.13,0.13,0.13,0.10,0.16,0.24,0.13,0.10,0.10,0.18,0.16",20,,
br,consul fogao,consul,,,,,880,24,0.21,1.00,177,"Informational, Transactional","Video, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.13,0.20,0.13,0.20,0.27,0.20,0.20,0.16,0.16,1.00,0.20,0.20",20,,
br,consul logo,consul,,,,,880,27,1.10,0.02,159,Navigational,"Site Links, Image, People Also Ask, Related Searches, Image Pack","1.00,0.81,1.00,1.00,0.81,1.00,1.00,0.36,0.44,0.36,0.44,0.44",20,,
br,consul purificador de agua,consul,,,,,880,22,0.37,1.00,197,"Navigational, Transactional","Related Searches, Short Videos, Image Pack, Site Links, Video, Video Carousel, Popular Products","0.03,0.03,0.03,0.03,0.04,0.03,0.05,0.03,0.05,0.04,0.04,0.04",20,,
br,filtro agua consul,consul,,,,,880,25,0.22,1.00,180,"Informational, Transactional","Site Links, Reviews, Video Carousel, Short Videos, Image Pack, Video, People Also Ask, Popular Products, Related Searches","0.55,0.55,0.55,0.55,0.55,0.55,0.76,0.76,0.76,0.67,0.55,0.55",20,,
br,filtro consul agua gelada,consul,,,,,880,30,0.17,1.00,164,"Informational, Transactional","Related Searches, AI Overview, Image Pack, Site Links, Reviews, Video, Video Carousel, People Also Ask","0.55,0.36,0.36,0.36,0.36,0.55,0.62,0.62,0.62,0.62,0.62,0.55",20,,
br,filtro consul gela facil,consul,,,,,880,26,0.14,1.00,211,"Informational, Transactional","Image Pack, Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.55,0.55,0.55,0.67,0.67,0.67,0.76,0.67,1.00,0.67,0.76,0.67",20,,
br,fogoes 6 bocas consul,consul,,,,,880,23,0.15,1.00,171,Transactional,"Site Links, Video, People Also Ask, Related Searches","0.00,0.00,0.54,0.36,0.00,0.00,1.00,0.54,0.00,0.00,0.00,0.00",20,,
br,fogão 4 bocas consul com mesa de vidro,consul,,,,,880,20,0.16,1.00,176,Informational,"Image Pack, Site Links, Video, Popular Products, Related Searches, AI Overview","0.36,0.07,0.02,0.05,0.22,0.10,0.13,0.13,0.22,0.16,0.22,0.16",20,,
br,fogão cooktop 5 bocas consul,consul,,,,,880,21,0.09,1.00,169,"Informational, Commercial","Site Links, Image, Video Carousel, People Also Ask, Popular Products, Related Searches","0.20,0.16,0.22,0.22,0.22,0.20,0.22,0.16,0.20,0.13,0.16,0.16",20,,
br,forno a gas de embutir consul,consul,,,,,880,22,0.16,1.00,161,Informational,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.36,0.36,0.54,0.36,0.36,0.36,0.41,0.24,0.24,0.30,0.30,0.24",20,,
br,forno consul eletrico,consul,,,,,880,24,0.17,1.00,166,Informational,"People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel","0.30,0.30,0.24,0.24,0.34,0.24,0.24,0.34,0.34,0.30,0.34,0.44",20,,
br,forno eletrico consul de embutir,consul,,,,,880,16,0.20,1.00,161,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.44,0.44,0.34,0.44,0.34,0.24,0.34,0.08,0.16,0.24,0.30,0.30",20,,
br,forno embutir a gas consul,consul,,,,,880,20,0.16,1.00,160,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.52,0.52,0.52,0.46,0.31,0.37,0.52,0.52,0.37,0.31,0.37,0.31",20,,
br,freezer consul horizontal,consul,,,,,880,18,0.22,1.00,185,Informational,"Reviews, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.16,0.16,0.16,0.20,0.16,0.20,0.22,0.43,0.22,0.16,0.22,0.81",20,,
br,freezer vertical consul 142 litros,consul,,,,,880,16,0.17,1.00,168,Informational,"AI Overview, Image Pack, Site Links, People Also Ask, Popular Products, Related Searches","0.24,0.36,0.24,0.20,0.24,0.16,0.44,0.20,0.24,0.20,0.20,0.36",20,,
br,freezer vertical consul 231 litros,consul,,,,,880,25,0.18,1.00,163,Informational,"Knowledge Panel, Image Pack, Site Links, Video Carousel, People Also Ask, Popular Products, Related Searches","0.30,0.30,0.30,0.24,0.24,0.24,0.34,0.30,0.44,0.24,0.34,0.24",20,,
br,freezer vertical consul 246 litros menor preço,consul,,,,,880,19,0.13,1.00,163,Transactional,"Reviews, Video, People Also Ask, Popular Products, Related Searches, Site Links","0.55,0.67,0.55,0.55,0.55,0.55,0.67,0.76,0.76,0.67,0.76,0.55",20,,
br,frigobar 117 litros consul,consul,,,,,880,28,0.17,1.00,163,"Informational, Transactional","Site Links, Video, Popular Products, Related Searches, Knowledge Panel, Image Pack","0.46,0.37,0.20,0.37,0.52,0.20,0.31,0.46,0.68,0.46,0.68,0.46",20,,
br,frigobar consul 76 litros,consul,,,,,880,23,0.16,1.00,162,Informational,"Site Links, Video, Popular Products, Related Searches, Knowledge Panel, Image Pack","0.46,0.37,0.37,0.37,0.46,0.46,0.68,0.37,0.52,0.37,0.46,0.37",20,,
br,frigobar da consul,consul,,,,,880,30,0.13,1.00,162,"Informational, Transactional","Related Searches, Image Pack, Site Links, Adwords Bottom, Video Carousel, People Also Ask, Popular Products","0.12,0.05,0.10,0.08,0.04,0.12,0.16,0.04,0.05,0.05,0.08,0.23",20,,
br,geladeira 2 portas consul,consul,,,,,880,23,0.20,1.00,166,Informational,"Reviews, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links","0.46,0.46,0.37,0.46,0.37,0.37,0.46,0.46,0.46,0.31,0.37,0.37",20,,
br,geladeira 280 litros consul,consul,,,,,880,26,0.09,1.00,174,Informational,"Image Pack, Site Links, Reviews, Video, People Also Ask, Popular Products, Related Searches","0.46,0.37,0.31,0.46,0.25,0.37,0.68,0.68,0.52,0.52,0.68,0.52",20,,
br,geladeira consul 300 litros,consul,,,,,880,24,0.21,1.00,203,"Informational, Transactional","Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack","0.36,0.30,0.30,0.30,0.30,0.36,0.41,0.54,0.41,0.41,0.30,0.36",20,,
br,geladeira consul 300 litros frost free,consul,,,,,880,22,0.21,1.00,184,Informational,"People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.46,0.31,0.46,0.46,0.37,0.25,0.52,0.37,0.52,0.31,0.37,0.31",20,,
br,geladeira consul 455 litros,consul,,,,,880,23,0.16,1.00,192,Commercial,"Short Videos, Adwords Bottom, People Also Ask, Related Searches, Image Pack, Site Links, Video, Video Carousel, Popular Products","0.00,0.00,0.00,0.00,0.01,0.16,0.54,0.54,0.54,0.66,0.81,1.00",20,,
